date;time;temperatura;umidita;irraggiamento
2015-06-01;13:48;24.782;48.500;
2015-06-01;13:54;25.175;48.202;
2015-06-01;14:00;24.925;47.997;
2015-06-01;14:06;24.892;48.140;
2015-06-01;14:12;25.822;46.615;
2015-06-01;14:18;25.755;46.622;
2015-06-01;14:24;24.915;47.757;
2015-06-01;14:30;25.370;46.862;
2015-06-01;14:36;25.512;46.830;
2015-06-01;14:42;25.547;47.160;
2015-06-01;14:48;25.368;47.365;
2015-06-01;14:54;26.232;45.560;
2015-06-01;15:54;25.610;46.760;
2015-06-01;16:00;-16.954;46.994;
2015-06-01;16:54;-38.930;45.180;
2015-06-01;17:00;-36.657;44.337;
2015-06-01;17:06;-37.737;43.033;
2015-06-01;17:12;-33.943;42.743;
2015-06-01;17:18;-25.033;41.972;
2015-06-01;17:24;-4.838;43.280;
2015-06-01;17:30;-0.268;42.193;
2015-06-01;17:36;-3.898;42.415;
2015-06-01;17:42;-20.742;42.660;
2015-06-01;17:48;-34.345;41.965;
2015-06-01;17:54;-44.450;42.360;
2015-06-01;18:00;-43.983;43.710;
2015-06-01;18:06;-46.813;43.257;
2015-06-01;18:12;-47.217;43.263;
2015-06-01;18:18;-48.113;42.700;
2015-06-01;18:24;-46.632;42.840;
2015-06-01;18:30;-44.328;42.420;
2015-06-01;18:36;-47.237;43.082;
2015-06-01;18:42;-47.140;44.460;
2015-06-01;18:48;-47.295;43.848;
2015-06-01;18:54;-47.213;44.253;
2015-06-01;19:00;-47.322;46.170;
2015-06-01;19:06;-47.057;46.390;
2015-06-01;19:12;-47.992;47.205;
2015-06-01;19:18;-50.000;47.688;
2015-06-01;19:24;-50.000;48.717;
2015-06-01;19:30;-50.000;49.115;
2015-06-01;19:36;-49.997;49.600;
2015-06-01;19:42;-49.987;49.473;
2015-06-01;19:48;-49.997;49.367;
2015-06-01;19:54;-49.990;50.177;
2015-06-01;20:00;-40.190;49.915;
2015-06-01;20:06;4.050;50.473;
2015-06-01;20:12;24.085;51.333;
2015-06-01;20:18;24.780;52.532;
2015-06-01;20:24;24.618;52.602;
2015-06-01;20:30;25.180;53.070;
2015-06-01;20:36;25.053;53.840;
2015-06-01;20:42;24.958;54.417;
2015-06-01;20:48;24.893;54.692;
2015-06-01;20:54;24.818;54.602;
2015-06-01;21:00;24.762;54.580;
2015-06-01;21:06;24.685;54.978;
2015-06-01;21:12;24.452;56.008;
2015-06-01;21:18;24.492;55.313;
2015-06-01;21:24;24.455;54.630;
2015-06-01;21:30;24.390;54.975;
2015-06-01;21:36;24.305;55.202;
2015-06-01;21:42;24.253;55.077;
2015-06-01;21:48;24.225;54.775;
2015-06-01;21:54;24.208;54.672;
2015-06-01;22:00;24.172;54.500;
2015-06-01;22:06;24.105;54.817;
2015-06-01;22:12;24.027;54.645;
2015-06-01;22:18;23.975;54.488;
2015-06-01;22:24;23.997;54.278;
2015-06-01;22:30;24.040;53.808;
2015-06-01;22:36;24.092;53.832;
2015-06-01;22:42;24.095;54.112;
2015-06-01;22:48;23.413;59.298;
2015-06-01;22:54;22.948;61.707;
2015-06-01;23:00;22.983;61.513;
2015-06-01;23:06;23.028;61.582;
2015-06-01;23:12;22.923;62.398;
2015-06-01;23:18;22.965;62.178;
2015-06-01;23:24;22.870;63.010;
2015-06-01;23:30;22.770;63.375;
2015-06-01;23:36;22.837;63.082;
2015-06-01;23:42;22.795;63.248;
2015-06-01;23:48;22.578;63.815;
2015-06-01;23:54;22.008;65.023;
2015-06-02;00:00;22.482;62.257;
2015-06-02;00:06;22.523;62.358;
2015-06-02;00:12;22.595;62.168;
2015-06-02;00:18;22.643;62.328;
2015-06-02;00:24;22.670;62.410;
2015-06-02;00:30;22.767;61.990;
2015-06-02;00:36;22.720;62.055;
2015-06-02;00:42;22.542;62.952;
2015-06-02;00:48;22.268;63.548;
2015-06-02;00:54;22.282;63.466;
2015-06-02;01:54;0.000;0.000;
2015-06-02;02:00;21.537;69.783;
2015-06-02;02:06;21.517;69.658;
2015-06-02;02:12;21.323;70.035;
2015-06-02;02:18;21.185;70.908;
2015-06-02;02:24;21.118;71.107;
2015-06-02;02:30;21.092;71.540;
2015-06-02;02:36;20.927;72.637;
2015-06-02;02:42;20.980;71.542;
2015-06-02;02:48;20.858;72.173;
2015-06-02;02:54;20.918;71.298;
