date;time;umid@1m;temp@1m;temp@3.5m;umid@3.5m
2015-06-01;00:00;41.65;24.19;24.83;39.62
2015-06-01;00:06;41.83;24.19;24.83;39.62
2015-06-01;00:12;42.0;24.19;24.83;39.46
2015-06-01;00:18;41.83;24.19;24.83;39.62
2015-06-01;00:24;41.83;24.19;24.83;39.46
2015-06-01;00:30;42.0;24.19;24.83;39.3
2015-06-01;00:36;41.83;24.19;24.83;39.3
2015-06-01;00:42;41.83;24.19;24.83;39.3
2015-06-01;00:48;41.83;24.19;24.83;39.46
2015-06-01;00:54;42.0;24.19;;
2015-06-01;01:00;42.0;24.19;24.83;39.62
2015-06-01;01:06;42.17;24.19;24.83;39.62
2015-06-01;01:12;42.35;24.19;24.83;39.62
2015-06-01;01:18;42.35;24.19;24.83;39.93
2015-06-01;01:24;42.0;24.19;24.83;39.93
2015-06-01;01:30;42.0;24.19;24.83;39.93
2015-06-01;01:36;42.52;24.19;24.83;39.62
2015-06-01;01:42;42.0;24.19;24.83;39.62
2015-06-01;01:48;42.17;24.19;24.83;39.78
2015-06-01;01:54;42.0;23.87;24.83;39.62
2015-06-01;02:00;42.17;24.19;24.83;39.62
2015-06-01;02:06;42.0;23.87;24.51;39.62
2015-06-01;02:12;42.35;24.19;24.51;39.78
2015-06-01;02:18;42.69;23.87;24.51;40.09
2015-06-01;02:24;42.35;23.87;24.51;40.09
2015-06-01;02:30;42.52;23.87;24.51;40.25
2015-06-01;02:36;42.69;23.87;24.83;39.93
2015-06-01;02:42;42.52;23.87;24.51;40.09
2015-06-01;02:48;42.69;23.87;24.51;39.93
2015-06-01;02:54;42.35;23.87;24.51;40.09
2015-06-01;03:00;42.87;23.87;24.51;39.78
2015-06-01;03:06;42.87;23.87;24.51;39.93
2015-06-01;03:12;42.87;23.87;24.51;39.93
2015-06-01;03:18;;;24.51;40.09
2015-06-01;03:30;42.69;23.87;24.51;40.25
2015-06-01;03:36;42.52;23.87;24.51;40.41
2015-06-01;03:42;;;24.51;40.57
2015-06-01;03:48;42.87;23.87;24.51;40.57
2015-06-01;03:54;43.21;23.87;24.51;40.41
2015-06-01;04:12;43.21;23.87;24.51;40.25
2015-06-01;04:18;43.21;23.87;24.51;40.09
2015-06-01;04:24;42.87;23.87;24.51;40.41
2015-06-01;04:30;42.87;23.87;24.51;40.41
2015-06-01;04:36;42.87;23.87;24.51;40.41
2015-06-01;04:42;43.39;23.87;24.51;40.41
2015-06-01;04:48;43.21;23.87;24.51;40.41
2015-06-01;04:54;42.87;23.87;24.51;40.57
2015-06-01;05:00;43.04;23.87;24.51;40.41
2015-06-01;05:06;43.04;23.54;24.51;40.72
2015-06-01;05:12;43.39;23.54;24.51;40.88
2015-06-01;05:18;43.04;23.87;24.51;41.04
2015-06-01;05:24;43.21;23.87;24.51;40.88
2015-06-01;05:42;43.56;23.87;24.51;40.88
2015-06-01;05:48;43.21;23.87;24.51;40.57
2015-06-01;05:54;43.56;23.54;24.51;40.72
2015-06-01;06:00;43.21;23.54;24.51;40.72
2015-06-01;06:06;43.39;23.87;24.51;40.72
2015-06-01;06:12;43.21;23.54;24.51;40.72
2015-06-01;06:18;43.73;23.54;24.51;40.72
