date;time;temp@1m;umid@1m;umid@3.5m;temp@3.5m;tempPout@Sx;tempPout@Dx;tempPin@Sx;tempPin@Dx
2015-05-01;00:00;21.125;38.36;55.7;22.25;17.07;16.87;23.01;23.23
2015-05-01;00:06;21.29;38.355;55.86;22.25;17.01;16.81;22.97;23.21
2015-05-01;00:12;21.125;38.185;55.86;22.25;16.84;16.64;22.95;23.18
2015-05-01;00:18;20.96;38.27;55.7;22.25;16.62;16.44;22.91;23.15
2015-05-01;00:24;21.125;38.27;55.7;22.25;16.41;16.25;22.88;23.11
2015-05-01;00:30;21.125;38.185;55.86;22.25;16.24;16.1;22.85;23.09
2015-05-01;00:36;20.96;38.1;55.86;21.93;16.09;15.96;22.82;23.05
2015-05-01;00:42;21.125;38.275;55.86;21.93;15.97;15.83;22.79;23.02
2015-05-01;00:48;21.285;38.445;55.86;21.93;15.9;15.75;22.76;22.98
2015-05-01;00:54;21.125;38.27;55.86;21.93;15.85;15.69;22.73;22.95
2015-05-01;01:00;20.96;38.185;55.7;21.93;15.81;15.65;22.7;22.91
2015-05-01;01:06;20.96;38.185;55.54;21.93;15.74;15.59;22.67;22.88
2015-05-01;01:12;20.96;38.185;55.54;21.93;15.67;15.53;22.63;22.84
2015-05-01;01:18;21.125;38.185;55.54;21.93;15.68;15.54;22.61;22.81
2015-05-01;01:24;20.96;38.185;55.7;21.93;15.69;15.55;22.57;22.77
2015-05-01;01:30;20.96;38.01;55.54;21.93;15.67;15.53;22.55;22.74
2015-05-01;01:36;20.96;37.925;55.54;21.93;15.65;15.51;22.51;22.71
2015-05-01;01:42;20.96;38.01;55.54;21.93;15.62;15.49;22.48;22.68
2015-05-01;01:48;20.96;38.27;55.7;21.93;15.58;15.44;22.45;22.65
2015-05-01;01:54;20.96;37.835;;;15.5;15.36;22.42;22.62
2015-05-01;02:00;20.96;38.01;55.39;21.93;15.45;15.31;22.38;22.59
2015-05-01;02:06;20.8;37.925;55.54;21.93;15.44;15.3;22.35;22.56
2015-05-01;02:12;20.96;38.095;55.54;21.93;15.4;15.29;22.32;22.54
2015-05-01;02:18;20.965;38.27;55.39;21.93;15.38;15.26;22.29;22.5
2015-05-01;02:24;20.965;37.925;55.39;21.93;15.45;15.31;22.26;22.48
2015-05-01;02:30;20.96;38.095;55.39;21.93;15.57;15.43;22.23;22.46
2015-05-01;02:36;20.8;38.1;55.54;21.93;15.7;15.54;22.2;22.43
2015-05-01;02:42;20.8;37.925;55.23;21.93;15.73;15.59;22.17;22.41
2015-05-01;02:48;20.64;38.095;55.39;21.93;15.66;15.54;22.14;22.39
2015-05-01;02:54;20.8;38.185;55.23;21.61;15.54;15.43;22.11;22.37
2015-05-01;03:00;20.8;38.27;55.39;21.93;15.54;15.4;22.09;22.34
2015-05-01;03:06;20.64;38.185;55.23;21.61;15.62;15.48;22.05;22.31
2015-05-01;03:12;20.64;37.925;55.23;21.61;15.72;15.56;22.03;22.29
2015-05-01;03:18;20.64;37.925;55.39;21.61;15.86;15.69;22.0;22.27
