date;time;umid@1m;temp@1m;temp@3.5m;umid@3.5m
2015-05-01;00:00;37.84;21.93;22.25;34.57
2015-05-01;00:06;37.75;20.32;22.25;34.57
2015-05-01;00:12;37.49;21.61;22.25;34.57
2015-05-01;00:18;37.665;21.125;22.25;34.26
2015-05-01;00:24;37.405;21.125;22.25;34.26
2015-05-01;00:30;37.405;20.805;22.25;34.1
2015-05-01;00:36;37.84;20.64;22.25;34.26
2015-05-01;00:42;37.755;20.32;21.93;34.42
2015-05-01;00:48;37.75;21.935;21.93;34.57
2015-05-01;00:54;37.84;19.835;21.93;34.73
2015-05-01;01:00;37.75;20.16;21.93;34.1
2015-05-01;01:06;38.1;19.835;21.93;34.42
2015-05-01;01:12;37.575;19.995;21.93;34.57
2015-05-01;01:18;37.665;21.61;21.93;34.42
2015-05-01;01:24;37.58;20.805;21.93;34.1
2015-05-01;01:30;37.665;19.995;21.93;34.26
2015-05-01;01:36;37.665;19.995;21.93;34.42
2015-05-01;01:42;37.75;19.995;21.93;34.42
2015-05-01;01:48;37.84;19.835;21.93;34.42
2015-05-01;01:54;37.84;19.995;21.93;34.57
2015-05-01;02:00;37.84;19.835;21.93;34.26
2015-05-01;02:06;37.925;21.61;21.93;34.1
2015-05-01;02:12;37.49;21.61;21.93;34.1
2015-05-01;02:18;37.835;19.835;21.93;34.1
2015-05-01;02:24;37.4;19.51;21.93;34.26
2015-05-01;02:30;37.665;21.77;21.93;34.26
2015-05-01;02:36;37.84;19.67;21.93;33.94
2015-05-01;02:42;37.835;21.605;21.93;34.42
2015-05-01;02:48;37.665;19.67;21.93;34.42
2015-05-01;02:54;37.4;20.315;21.93;34.42
2015-05-01;03:00;37.75;19.67;21.93;34.42
2015-05-01;03:06;37.925;19.67;21.93;34.26
2015-05-01;03:12;40.44;18.06;21.93;34.1
2015-05-01;03:18;37.49;20.315;21.61;33.94
2015-05-01;03:24;37.665;19.67;21.61;34.1
2015-05-01;03:30;37.58;21.445;21.61;33.94
2015-05-01;03:36;37.23;19.51;21.93;33.94
2015-05-01;03:42;37.58;19.995;21.61;34.1
2015-05-01;03:48;37.405;19.67;21.61;34.1
2015-05-01;03:54;37.405;21.605;21.61;33.94
2015-05-01;04:00;37.49;19.67;21.61;34.1
2015-05-01;04:06;37.4;19.51;21.61;34.42
2015-05-01;04:12;37.575;19.83;21.61;34.42
2015-05-01;04:18;37.32;19.995;21.61;34.42
2015-05-01;04:24;37.405;21.77;21.61;34.42
2015-05-01;04:30;37.49;19.995;21.61;34.57
2015-05-01;04:36;37.23;19.67;21.61;34.42
2015-05-01;04:42;37.315;21.605;21.61;34.42
2015-05-01;04:48;37.575;19.83;21.61;34.42
2015-05-01;04:54;37.49;19.51;21.61;34.26
2015-05-01;05:00;37.665;19.51;21.61;34.1
2015-05-01;05:06;37.665;19.67;21.61;34.1
2015-05-01;05:12;37.665;19.67;21.61;34.1
2015-05-01;05:18;37.75;19.67;21.61;34.1
2015-05-01;05:24;37.49;20.315;21.61;34.26
2015-05-01;05:30;37.665;21.125;21.61;34.42
2015-05-01;05:36;38.015;19.67;21.61;34.26
2015-05-01;05:42;37.58;21.125;21.61;34.57
2015-05-01;05:48;37.58;21.125;21.61;34.57
2015-05-01;05:54;37.75;19.995;21.61;34.73
2015-05-01;06:00;37.665;19.51;21.61;34.26
2015-05-01;06:06;38.015;21.125;21.61;34.73
2015-05-01;06:12;37.58;20.8;21.61;34.26
2015-05-01;06:18;37.58;19.995;21.61;34.42
2015-05-01;06:24;38.275;19.51;21.61;34.42
2015-05-01;06:30;37.925;21.125;21.61;34.57
2015-05-01;06:36;37.58;20.48;21.61;34.42
2015-05-01;06:42;37.925;21.445;21.61;34.26
2015-05-01;06:48;37.84;19.51;21.61;34.42
2015-05-01;06:54;37.75;21.285;21.61;34.26
2015-05-01;07:00;37.75;20.96;21.61;34.42
2015-05-01;07:06;37.925;19.51;21.61;34.42
2015-05-01;07:12;37.665;19.51;21.61;34.57
2015-05-01;07:18;37.755;19.835;21.29;34.57
2015-05-01;07:24;37.575;19.35;21.61;34.57
2015-05-01;07:30;38.015;19.51;21.61;34.57
2015-05-01;07:36;37.66;20.64;21.61;34.89
2015-05-01;07:42;37.84;19.51;21.61;34.89
2015-05-01;07:48;37.75;19.35;21.29;34.73
2015-05-01;07:54;37.66;19.51;;
2015-05-01;08:00;38.1;21.285;21.61;34.89
2015-05-01;08:06;37.835;20.155;21.61;34.89
2015-05-01;08:12;36.28;20.64;21.61;34.89
2015-05-01;08:18;37.92;19.835;21.29;35.05
2015-05-01;08:24;37.925;20.8;21.29;35.05
2015-05-01;08:30;37.75;20.155;21.29;35.05
2015-05-01;08:36;38.185;19.83;21.29;35.2
2015-05-01;08:42;38.01;19.835;21.29;35.05
2015-05-01;08:48;37.835;19.995;21.29;35.2
2015-05-01;08:54;37.925;20.155;21.29;35.05
2015-05-01;09:00;37.835;21.77;21.61;34.73
2015-05-01;09:06;37.925;19.995;21.29;34.73
2015-05-01;09:12;37.665;19.83;21.61;34.89
2015-05-01;09:18;37.665;20.64;21.29;35.05
2015-05-01;09:24;37.75;19.83;21.61;35.2
2015-05-01;09:30;38.01;19.67;21.61;35.2
2015-05-01;09:36;38.185;20.32;21.29;35.2
2015-05-01;09:42;37.92;20.8;21.29;35.36
2015-05-01;09:48;38.27;19.83;21.29;35.05
2015-05-01;09:54;37.925;19.835;21.29;35.36
2015-05-01;10:00;38.185;20.8;21.29;35.36
2015-05-01;10:06;38.62;19.51;21.29;35.2
2015-05-01;10:12;38.705;19.67;21.29;35.36
2015-05-01;10:18;38.795;19.67;21.29;35.36
2015-05-01;10:24;38.62;19.51;21.29;35.2
2015-05-01;10:30;40.61;19.35;21.29;35.36
2015-05-01;10:36;38.705;19.67;21.29;35.36
2015-05-01;10:42;38.62;21.61;21.29;35.52
2015-05-01;10:48;38.705;19.67;21.29;35.52
2015-05-01;10:54;38.535;19.995;21.29;35.36
2015-05-01;11:00;38.705;21.125;21.29;35.2
2015-05-01;11:06;38.185;19.67;21.29;35.2
2015-05-01;11:12;38.355;19.67;21.29;35.2
2015-05-01;11:18;38.185;19.995;21.29;35.2
2015-05-01;11:24;38.18;21.93;21.29;35.2
2015-05-01;11:30;38.185;19.67;21.29;35.2
2015-05-01;11:36;38.27;20.155;21.29;35.05
2015-05-01;11:42;38.355;19.67;21.29;35.05
2015-05-01;11:48;37.925;21.125;21.29;35.2
2015-05-01;11:54;38.01;19.67;21.29;35.05
2015-05-01;12:00;38.355;19.835;21.29;35.05
2015-05-01;12:06;37.835;19.67;21.29;35.05
2015-05-01;12:12;38.095;19.67;21.29;35.05
2015-05-01;12:18;37.84;19.67;21.29;35.05
2015-05-01;12:24;37.925;19.67;21.29;35.05
2015-05-01;12:30;37.49;21.61;21.29;35.05
2015-05-01;12:36;37.835;19.67;21.29;35.2
2015-05-01;12:42;38.1;19.67;21.29;35.36
2015-05-01;12:48;37.925;19.67;21.29;35.2
2015-05-01;12:54;37.835;21.445;21.29;35.2
2015-05-01;13:00;38.015;19.67;21.29;35.2
2015-05-01;13:06;37.75;19.67;21.29;35.2
2015-05-01;13:12;38.1;19.67;21.29;35.2
2015-05-01;13:18;37.75;21.61;21.29;35.2
2015-05-01;13:24;38.015;20.48;21.29;35.2
2015-05-01;13:30;38.095;19.67;21.29;35.05
2015-05-01;13:36;38.185;19.67;21.29;34.89
2015-05-01;13:42;38.1;19.51;21.29;35.05
2015-05-01;13:48;38.01;19.67;21.29;35.2
2015-05-01;13:54;38.355;20.155;21.29;34.89
2015-05-01;14:00;38.445;21.445;21.29;35.05
2015-05-01;14:06;38.53;19.835;21.29;35.2
2015-05-01;14:12;38.36;21.125;21.29;35.36
2015-05-01;14:18;38.535;19.51;21.29;35.36
2015-05-01;14:24;38.36;19.67;21.29;35.52
2015-05-01;14:30;38.705;20.155;21.29;35.2
2015-05-01;14:36;38.79;19.35;21.29;35.36
2015-05-01;14:42;38.875;19.51;21.29;35.52
2015-05-01;14:48;38.62;19.35;21.29;35.84
2015-05-01;14:54;38.965;19.51;21.29;35.68
2015-05-01;15:00;38.965;19.67;21.29;35.84
2015-05-01;15:06;39.225;20.965;21.29;35.68
2015-05-01;15:12;39.315;20.64;21.29;35.68
2015-05-01;15:18;38.875;19.51;21.29;36.15
2015-05-01;15:24;39.14;19.51;21.29;36.15
2015-05-01;15:30;39.225;19.835;21.29;35.99
2015-05-01;15:36;39.31;19.35;21.29;36.15
2015-05-01;15:42;39.315;19.35;20.96;35.84
2015-05-01;15:48;39.485;21.445;20.96;35.99
2015-05-01;15:54;39.57;19.35;21.29;36.15
2015-05-01;16:00;39.66;19.35;21.29;35.99
2015-05-01;16:06;39.66;19.51;21.29;35.84
2015-05-01;16:12;39.92;19.35;20.96;36.15
2015-05-01;16:18;40.005;21.285;21.29;36.15
2015-05-01;16:24;40.095;20.64;20.96;36.31
2015-05-01;16:30;40.265;20.32;21.29;36.47
2015-05-01;16:36;40.61;19.835;20.96;36.62
2015-05-01;16:42;40.35;21.285;20.96;36.78
2015-05-01;16:48;40.525;21.285;20.96;36.94
2015-05-01;16:54;40.7;19.35;20.96;36.94
2015-05-01;17:00;40.525;21.285;;
2015-05-01;17:06;40.87;19.03;20.96;36.94
2015-05-01;17:12;41.565;19.675;20.96;37.25
2015-05-01;17:18;39.05;20.32;20.96;37.1
2015-05-01;17:24;41.475;19.03;20.96;37.25
2015-05-01;17:30;41.395;19.03;20.96;37.1
2015-05-01;17:36;41.305;19.19;20.96;37.1
2015-05-01;17:42;41.91;20.64;20.96;37.57
2015-05-01;17:48;44.08;21.61;20.96;37.25
2015-05-01;17:54;41.65;19.03;20.96;37.25
2015-05-01;18:00;41.915;20.965;20.96;37.41
2015-05-01;18:06;42.175;19.35;20.96;37.41
2015-05-01;18:12;42.085;19.03;20.96;37.88
2015-05-01;18:18;42.43;20.48;20.96;38.04
2015-05-01;18:24;42.26;18.865;20.96;38.04
2015-05-01;18:30;42.345;18.865;20.96;37.88
2015-05-01;18:36;42.17;20.805;20.96;37.88
2015-05-01;18:42;42.695;19.03;20.96;38.04
2015-05-01;18:48;42.78;20.965;20.96;37.73
2015-05-01;18:54;42.695;18.865;20.96;37.73
2015-05-01;19:00;42.865;19.35;20.96;37.88
2015-05-01;19:06;42.955;19.35;20.96;37.88
2015-05-01;19:12;43.04;18.865;20.96;38.04
2015-05-01;19:18;43.13;20.32;20.96;38.04
2015-05-01;19:24;43.04;19.995;20.96;38.2
2015-05-01;19:30;42.955;18.865;20.96;38.36
2015-05-01;19:36;43.13;20.805;20.96;38.36
2015-05-01;19:42;43.04;20.32;20.96;38.52
2015-05-01;19:48;43.385;19.03;20.96;38.52
2015-05-01;19:54;43.39;19.03;20.96;38.67
2015-05-01;20:00;42.955;20.645;20.96;38.67
2015-05-01;20:06;43.39;19.835;20.96;38.99
2015-05-01;20:12;43.645;19.19;20.96;38.99
2015-05-01;20:18;43.56;18.87;20.96;38.67
2015-05-01;20:24;43.735;19.835;20.96;38.67
2015-05-01;20:30;43.56;20.645;20.96;38.67
2015-05-01;20:36;43.3;18.705;20.96;38.52
2015-05-01;20:42;43.735;18.87;20.96;38.52
2015-05-01;20:48;43.91;19.835;20.64;38.67
2015-05-01;20:54;43.735;18.705;20.96;38.83
2015-05-01;21:00;44.08;20.32;20.96;38.67
2015-05-01;21:06;43.825;20.32;20.96;38.99
2015-05-01;21:12;43.735;18.705;20.64;38.99
2015-05-01;21:18;44.17;18.705;20.96;39.15
2015-05-01;21:24;43.995;20.32;20.64;39.3
2015-05-01;21:30;43.735;18.705;20.64;39.46
2015-05-01;21:36;44.255;18.705;20.64;39.3
2015-05-01;21:42;44.085;18.705;20.64;39.3
2015-05-01;21:48;44.43;19.515;20.64;38.99
2015-05-01;21:54;44.69;18.545;20.64;39.3
2015-05-01;22:00;44.95;18.545;20.64;39.15
2015-05-01;22:06;44.255;19.515;20.64;38.99
2015-05-01;22:12;44.515;20.645;20.64;38.99
2015-05-01;22:18;44.43;18.545;20.64;39.3
2015-05-01;22:24;44.6;20.645;20.64;39.15
2015-05-01;22:30;44.6;18.87;20.64;39.3
2015-05-01;22:36;44.865;18.545;20.64;39.3
2015-05-01;22:42;44.6;18.545;20.64;39.3
2015-05-01;22:48;44.69;18.705;20.64;39.62
2015-05-01;22:54;44.6;18.705;20.64;39.62
2015-05-01;23:00;44.775;18.545;20.64;39.62
2015-05-01;23:06;44.6;18.545;20.64;39.62
2015-05-01;23:12;44.86;20.48;20.64;39.78
2015-05-01;23:18;44.775;18.705;20.64;39.78
2015-05-01;23:24;45.035;18.545;20.64;39.46
2015-05-01;23:30;44.775;18.87;20.64;39.78
2015-05-01;23:36;45.035;18.545;20.64;39.93
2015-05-01;23:42;45.12;19.025;20.64;39.93
2015-05-01;23:48;45.47;19.675;20.64;39.78
2015-05-01;23:54;45.295;18.705;20.64;39.78
2015-05-02;00:00;45.12;20.48;20.64;39.78
2015-05-02;00:06;45.465;19.35;20.64;39.78
2015-05-02;00:12;45.035;18.38;20.64;39.78
2015-05-02;00:18;45.385;19.35;20.64;39.78
2015-05-02;00:24;45.38;18.54;20.64;39.78
2015-05-02;00:30;45.38;18.54;20.64;39.93
2015-05-02;00:36;45.47;18.38;20.64;40.09
2015-05-02;00:42;45.205;18.705;20.64;40.09
2015-05-02;00:48;45.555;18.38;20.64;40.09
2015-05-02;00:54;45.73;18.38;20.64;40.41
2015-05-02;01:00;45.905;18.38;20.64;40.41
2015-05-02;01:06;47.9;20.0;20.64;40.41
2015-05-02;01:12;45.73;18.38;20.64;40.57
2015-05-02;01:18;45.905;18.38;20.32;40.41
2015-05-02;01:24;46.075;18.38;20.64;40.25
2015-05-02;01:30;45.985;18.705;20.64;40.25
2015-05-02;01:36;45.99;19.025;20.64;40.25
2015-05-02;01:42;46.335;19.35;20.32;40.09
2015-05-02;01:48;46.42;18.38;20.32;40.41
2015-05-02;01:54;46.245;18.38;20.64;40.41
2015-05-02;02:00;46.16;18.38;20.32;40.72
2015-05-02;02:06;46.16;19.835;;
2015-05-02;02:12;46.075;18.38;20.32;40.57
2015-05-02;02:18;46.335;18.38;20.64;40.57
2015-05-02;02:24;43.21;19.67;20.32;40.57
2015-05-02;02:30;45.985;18.38;20.64;40.57
