date;time;umid@1m;temp@1m;temp@3.5m;umid@3.5m
2015-07-01;00:00;40.18;26.125;26.45;39.15
2015-07-01;00:06;39.75;25.8;26.45;38.99
2015-07-01;00:18;41.13;25.8;;
2015-07-01;00:24;40.61;25.8;26.45;38.83
2015-07-01;00:30;39.4;25.48;26.45;38.83
2015-07-01;00:36;40.525;25.8;26.45;39.15
2015-07-01;00:42;40.53;25.48;26.45;38.99
2015-07-01;00:48;40.18;25.64;26.45;38.99
2015-07-01;00:54;40.265;25.64;26.12;39.15
2015-07-01;01:00;40.525;25.64;26.45;39.3
2015-07-01;01:06;40.61;25.48;26.12;38.83
2015-07-01;01:12;40.35;25.48;26.12;38.83
2015-07-01;01:18;40.44;25.48;26.12;38.67
2015-07-01;01:24;40.44;25.48;26.45;38.67
2015-07-01;01:30;40.44;25.8;26.12;38.67
2015-07-01;01:36;40.525;25.32;26.12;38.99
2015-07-01;01:42;40.525;25.48;26.12;38.83
2015-07-01;01:48;40.525;25.32;26.12;39.15
2015-07-01;01:54;40.525;25.32;26.12;38.99
2015-07-01;02:00;40.785;25.32;26.12;39.15
2015-07-01;02:06;40.525;25.64;26.12;39.3
2015-07-01;02:12;40.615;25.64;26.12;38.99
2015-07-01;02:18;40.7;25.32;26.12;38.99
2015-07-01;02:24;40.615;25.32;26.12;38.83
2015-07-01;02:30;40.7;25.32;26.12;38.67
2015-07-01;02:36;40.615;25.32;26.12;38.83
2015-07-01;02:48;40.61;25.16;;
2015-07-01;02:54;40.785;25.155;26.12;39.15
2015-07-01;03:00;40.875;25.32;26.12;39.3
2015-07-01;03:06;40.96;24.995;26.12;39.3
2015-07-01;03:12;40.96;24.995;26.12;39.15
2015-07-01;03:18;40.7;25.155;26.12;38.99
2015-07-01;03:24;41.13;24.995;26.12;38.83
2015-07-01;03:30;40.96;25.32;26.12;38.99
2015-07-01;03:36;41.13;24.995;26.12;38.99
2015-07-01;03:48;41.13;25.16;26.12;39.15
2015-07-01;03:54;41.48;25.32;26.12;39.15
2015-07-01;04:00;41.305;24.995;25.8;39.15
2015-07-01;04:06;41.39;24.995;25.8;39.46
2015-07-01;04:12;41.22;24.835;26.12;39.3
2015-07-01;04:18;41.13;25.16;;
2015-07-01;04:30;41.395;25.32;26.12;39.46
2015-07-01;04:36;41.22;24.835;25.8;39.15
2015-07-01;04:42;41.57;24.835;25.8;39.3
2015-07-01;05:00;41.655;24.835;25.8;39.15
2015-07-01;05:06;41.305;24.835;25.8;39.15
2015-07-01;05:12;41.48;24.835;25.8;39.3
2015-07-01;05:18;41.74;24.835;25.8;39.46
2015-07-01;05:24;41.565;24.835;25.8;39.15
2015-07-01;05:36;42.0;24.51;;
2015-07-01;05:42;41.395;24.835;25.8;39.62
2015-07-01;06:00;41.395;25.965;25.8;39.46
2015-07-01;06:06;41.48;24.835;25.8;39.62
2015-07-01;06:12;41.48;24.835;25.8;39.62
2015-07-01;06:18;41.22;24.835;25.8;39.62
2015-07-01;06:24;41.22;24.835;25.8;39.62
2015-07-01;06:30;41.39;24.835;25.8;39.62
2015-07-01;06:36;41.395;24.835;25.8;39.46
2015-07-01;06:42;41.22;24.995;25.8;39.46
2015-07-01;06:48;40.96;26.77;25.8;39.15
2015-07-01;06:54;41.135;25.16;25.8;38.99
2015-07-01;07:00;40.96;25.32;25.8;38.99
2015-07-01;07:06;40.96;24.995;25.8;38.99
2015-07-01;07:12;41.31;25.16;25.8;39.3
2015-07-01;07:18;40.44;25.16;25.8;39.46
2015-07-01;07:24;40.79;25.32;25.8;39.15
2015-07-01;07:30;40.44;25.32;26.12;38.83
2015-07-01;07:36;40.265;25.48;26.12;38.99
2015-07-01;07:42;40.005;25.48;26.12;39.15
2015-07-01;07:48;38.36;26.12;;
2015-07-01;08:00;39.83;26.61;26.12;38.67
2015-07-01;08:06;39.745;25.965;26.12;38.99
2015-07-01;08:12;39.745;25.965;26.12;39.15
2015-07-01;08:18;39.4;25.965;26.12;38.83
2015-07-01;08:24;39.395;26.125;26.12;38.67
2015-07-01;08:30;39.055;25.965;26.12;38.99
2015-07-01;08:36;38.875;26.125;;
2015-07-01;08:48;40.44;25.48;26.45;38.36
2015-07-01;08:54;38.705;26.125;;
2015-07-01;09:00;39.135;25.64;26.12;38.67
2015-07-01;09:06;39.745;25.965;26.12;39.3
2015-07-01;09:12;39.31;26.125;26.45;39.15
2015-07-01;09:18;39.395;26.445;26.45;39.3
2015-07-01;09:24;39.05;26.605;26.45;38.83
2015-07-01;09:30;38.795;26.93;26.45;39.15
2015-07-01;09:36;38.615;26.605;26.77;38.67
2015-07-01;09:42;38.62;26.605;26.77;38.83
2015-07-01;09:48;38.095;26.77;26.77;38.52
2015-07-01;09:54;38.185;26.93;26.77;38.2
2015-07-01;10:00;38.36;26.93;26.77;38.2
2015-07-01;10:06;37.84;26.93;26.77;37.88
2015-07-01;10:12;37.755;27.095;27.09;38.04
2015-07-01;10:18;39.055;25.805;25.48;39.46
2015-07-01;10:24;39.66;25.8;25.8;39.46
2015-07-01;11:00;38.36;26.93;26.12;39.62
2015-07-01;11:06;38.36;27.74;26.45;39.46
2015-07-01;11:12;38.01;27.255;26.45;39.15
2015-07-01;11:18;37.75;27.415;26.45;39.15
2015-07-01;11:24;37.23;27.25;26.77;39.15
2015-07-01;11:30;38.015;27.9;26.12;39.78
2015-07-01;11:36;38.185;27.415;26.45;39.62
2015-07-01;11:42;38.185;27.9;26.12;40.41
2015-07-01;11:48;;;26.12;40.09
2015-07-01;12:00;38.445;27.415;25.48;40.72
2015-07-01;12:06;38.705;27.575;25.8;41.04
2015-07-01;12:12;38.62;27.575;25.8;40.88
2015-07-01;12:18;38.88;27.735;25.16;41.67
2015-07-01;12:24;39.225;27.895;25.16;41.98
2015-07-01;13:00;38.705;28.06;25.48;41.98
2015-07-01;13:06;38.88;28.06;25.8;41.04
2015-07-01;13:12;38.965;28.22;26.77;41.04
2015-07-01;13:18;38.79;28.06;26.45;41.67
2015-07-01;13:24;38.965;28.705;26.45;41.51
2015-07-20;16:18;43.39;30.32;31.93;40.25
2015-07-20;16:24;36.62;34.83;31.93;40.72
2015-07-20;16:30;40.35;32.255;31.93;40.41
2015-07-20;16:36;40.525;32.095;31.61;40.88
2015-07-20;16:42;40.695;31.935;31.61;40.72
2015-07-20;16:48;40.96;31.935;31.61;40.88
2015-07-20;16:54;40.87;32.095;31.61;41.2
2015-07-20;17:00;41.045;31.77;;
2015-07-20;17:06;41.39;31.935;31.29;40.72
2015-07-20;17:12;41.305;31.61;31.29;41.2
2015-07-20;17:18;41.13;31.45;31.29;40.88
2015-07-20;17:24;41.13;31.285;31.29;41.04
2015-07-20;17:30;41.39;31.285;31.29;41.04
2015-07-20;17:36;41.39;31.605;30.96;41.2
2015-07-20;17:42;41.22;31.125;30.96;41.04
2015-07-20;17:48;42.09;30.8;30.96;41.04
2015-07-20;17:54;42.26;31.125;30.64;41.35
2015-07-20;18:00;42.345;30.64;30.64;41.35
2015-07-20;18:06;42.26;30.64;30.64;41.67
2015-07-20;18:12;42.175;30.64;30.64;41.67
2015-07-20;18:18;44.43;29.35;30.32;41.51
2015-07-20;18:30;42.09;30.48;30.32;41.51
2015-07-20;18:36;42.52;30.48;30.32;41.83
2015-07-20;18:42;42.61;30.32;30.32;42.14
2015-07-20;18:48;42.605;30.16;30.0;41.98
2015-07-20;18:54;42.435;30.16;30.0;41.83
2015-07-20;19:00;42.52;30.16;30.0;41.98
