date;time;umid@1m;temp@1m;temp@3.5m;umid@3.5m
2015-08-01;00:18;39.83;25.64;26.45;38.67
2015-08-01;00:24;39.57;25.48;26.45;38.67
2015-08-01;00:30;39.745;26.605;26.12;38.67
2015-08-01;00:36;39.83;25.48;;
2015-08-01;00:48;39.57;25.48;26.12;38.67
2015-08-01;00:54;39.75;25.48;26.12;38.83
2015-08-01;01:00;39.92;25.32;26.12;38.83
2015-08-01;01:06;40.01;25.155;26.12;38.67
2015-08-01;01:12;39.485;25.155;26.12;38.52
2015-08-01;01:18;40.095;25.155;26.12;38.36
2015-08-01;01:24;39.745;24.995;26.12;38.2
2015-08-01;01:30;39.92;25.155;26.12;38.36
2015-08-01;01:36;40.005;24.995;;
2015-08-01;01:48;40.18;24.995;26.12;38.52
2015-08-01;01:54;40.095;24.995;;
2015-08-01;02:12;39.83;24.995;26.12;38.52
2015-08-01;02:18;39.66;24.835;26.12;38.36
2015-08-01;02:24;39.92;25.155;26.12;38.2
2015-08-01;02:30;40.265;24.835;26.12;38.2
2015-08-01;02:36;40.005;24.835;26.12;38.2
2015-08-01;02:42;40.09;24.835;26.12;38.36
2015-08-01;02:48;40.175;25.155;26.12;38.52
2015-08-01;02:54;40.44;24.835;26.12;38.36
2015-08-01;03:00;40.355;24.675;26.12;38.36
2015-08-01;03:06;40.09;24.835;26.12;38.52
2015-08-01;03:12;40.355;24.675;26.12;38.52
2015-08-01;03:18;40.005;24.675;26.12;38.52
2015-08-01;03:24;40.53;24.675;26.12;38.2
2015-08-01;03:30;40.35;24.675;25.8;38.36
2015-08-01;03:36;40.53;24.515;25.8;38.2
2015-08-01;03:42;40.35;24.675;25.8;38.2
2015-08-01;03:48;40.265;24.675;25.8;38.2
2015-08-01;03:54;40.44;24.675;25.8;38.36
2015-08-01;04:00;40.53;24.675;25.8;38.36
2015-08-01;04:06;40.44;24.835;25.8;38.36
2015-08-01;04:12;40.44;24.675;25.8;38.52
2015-08-01;04:18;40.44;24.675;25.8;38.52
2015-08-01;04:24;40.44;24.675;25.8;38.67
2015-08-01;04:30;40.09;24.675;25.8;38.67
2015-08-01;04:36;40.525;24.675;25.8;38.67
2015-08-01;04:42;40.355;24.675;25.8;38.67
2015-08-01;04:48;40.265;24.675;25.8;38.67
2015-08-01;04:54;40.44;24.675;25.8;38.67
2015-08-01;05:00;40.265;24.675;25.8;38.67
2015-08-01;05:06;40.7;24.675;25.8;38.52
2015-08-01;05:12;40.265;24.675;25.8;38.36
2015-08-01;05:18;40.44;24.515;25.8;38.36
2015-08-01;05:24;40.265;24.675;25.8;38.36
2015-08-01;05:30;40.44;24.675;25.8;38.36
2015-08-01;05:36;40.875;24.675;25.8;38.36
2015-08-01;05:42;40.615;24.515;25.8;38.36
2015-08-01;06:00;40.615;24.515;25.8;38.52
2015-08-01;06:06;40.09;25.16;25.8;38.67
2015-08-01;06:12;41.05;25.805;25.8;38.83
2015-08-01;06:18;40.96;24.35;25.8;38.99
2015-08-01;06:24;41.22;24.515;25.8;38.99
2015-08-01;06:30;41.045;24.515;25.8;38.67
2015-08-01;06:36;42.35;23.54;25.8;38.67
2015-08-01;06:48;;;25.8;38.83
2015-08-01;06:54;41.135;24.515;25.8;38.83
2015-08-01;07:00;41.045;24.35;25.8;38.83
2015-08-01;07:06;41.305;24.995;25.8;38.67
2015-08-01;07:18;;;25.8;38.67
2015-08-01;07:24;40.96;24.515;25.8;38.67
2015-08-01;07:30;40.96;24.515;25.48;38.67
2015-08-01;07:36;41.395;24.675;25.48;38.67
2015-08-01;07:48;;;25.8;38.67
2015-08-01;07:54;41.48;24.35;25.8;38.83
2015-08-01;08:00;41.48;24.515;25.48;38.99
2015-08-01;08:06;41.135;24.675;25.8;38.99
2015-08-01;08:12;41.48;24.675;25.8;39.15
2015-08-01;08:18;41.48;24.675;25.8;39.3
2015-08-01;08:24;40.96;24.675;25.8;39.3
2015-08-01;08:30;41.135;24.675;25.8;39.46
2015-08-01;08:36;41.135;24.835;;
2015-08-01;08:48;;;25.8;39.3
2015-08-01;08:54;40.525;26.45;25.8;38.99
2015-08-01;09:00;40.525;24.995;25.8;39.3
2015-08-01;09:06;40.87;25.32;25.8;39.62
2015-08-01;09:12;41.22;24.675;25.8;39.46
2015-08-01;09:18;40.61;25.16;;
2015-08-01;09:30;41.22;24.675;25.8;39.15
2015-08-01;09:36;41.31;24.675;25.8;39.15
2015-08-01;09:42;41.305;24.675;25.8;39.62
2015-08-01;09:48;40.61;25.16;;
2015-08-01;10:00;41.48;24.675;25.8;39.3
2015-08-01;10:06;41.74;24.835;;
2015-08-01;10:18;41.48;24.83;25.8;39.62
2015-08-01;10:24;41.135;24.995;25.8;39.78
2015-08-01;10:36;;;25.8;39.3
2015-08-01;10:42;40.265;25.805;25.8;39.46
2015-08-01;10:48;40.265;25.64;25.8;39.3
2015-08-01;10:54;39.92;25.48;25.8;39.46
