date;time;temp@1m;umid@1m;temp@3.5m;umid@3.5m
2015-09-07;22:18;27.26;25.8;26.45;31.58
2015-09-07;22:24;27.78;25.8;26.45;31.89
2015-09-07;22:30;27.61;25.8;26.45;31.74
2015-09-07;23:00;27.08;25.48;26.12;32.05
2015-09-07;23:06;26.91;25.48;26.12;31.89
2015-09-07;23:12;27.78;25.48;26.12;31.74
2015-09-07;23:18;27.43;25.48;26.12;31.58
2015-09-07;23:24;27.43;25.48;26.12;31.58
2015-09-07;23:30;27.78;25.48;26.12;31.58
2015-09-07;23:48;27.61;25.48;26.12;32.05
2015-09-07;23:54;28.13;25.48;;
2015-09-08;00:00;27.95;25.48;26.12;32.05
2015-09-08;00:06;27.43;25.48;26.12;32.05
2015-09-08;00:12;26.91;25.48;26.12;31.89
2015-09-08;00:18;26.74;25.48;26.12;31.89
2015-09-08;00:24;27.08;25.48;26.12;31.89
2015-09-08;00:30;27.43;25.16;26.12;31.74
2015-09-08;00:36;28.13;25.16;26.12;31.89
2015-09-08;00:42;26.91;25.16;26.12;32.21
2015-09-08;00:48;27.61;25.16;26.12;32.37
2015-09-08;00:54;27.61;25.16;26.12;32.21
2015-09-08;01:00;28.3;25.16;26.12;32.21
2015-09-08;01:06;27.61;25.16;25.8;32.05
2015-09-08;01:12;29.34;25.16;25.8;31.89
2015-09-08;01:18;28.47;25.16;25.8;32.05
2015-09-08;01:24;28.13;25.16;25.8;32.21
2015-09-08;01:30;28.3;25.16;25.8;32.52
2015-09-08;01:36;28.13;25.16;25.8;32.37
2015-09-08;01:42;29.51;25.16;25.8;32.52
2015-09-08;01:48;28.82;25.16;25.8;32.37
2015-09-08;01:54;28.47;25.16;25.8;32.05
2015-09-08;02:00;27.78;25.16;25.8;32.05
2015-09-08;02:06;;;25.8;32.05
2015-09-08;02:12;28.82;25.16;25.8;32.21
2015-09-08;02:18;28.3;25.16;25.8;32.37
2015-09-08;02:24;28.3;25.16;25.8;32.52
2015-09-08;02:30;27.78;25.16;25.8;32.68
2015-09-08;02:36;28.3;25.16;25.8;32.68
2015-09-08;02:42;28.13;25.16;25.8;32.68
2015-09-08;02:48;28.82;25.16;25.8;32.68
2015-09-08;02:54;28.3;25.16;25.8;32.52
2015-09-08;03:00;28.99;25.16;25.8;32.68
2015-09-08;03:06;28.13;25.16;25.8;32.21
2015-09-08;03:12;27.43;25.16;25.8;32.37
2015-09-08;03:18;27.26;24.83;25.48;32.37
2015-09-08;03:24;28.13;25.16;25.8;32.68
2015-09-08;03:30;28.3;24.83;25.8;32.68
2015-09-08;03:36;27.61;24.83;25.8;32.68
2015-09-08;03:42;27.95;25.16;25.48;32.52
2015-09-08;03:48;27.95;24.83;25.8;32.84
2015-09-08;03:54;28.3;24.83;25.48;32.84
2015-09-08;04:00;28.65;25.16;25.48;32.68
2015-09-08;04:06;27.95;24.83;25.48;32.68
2015-09-08;04:12;27.08;24.83;25.48;32.52
2015-09-08;04:18;27.43;24.83;25.48;32.52
2015-09-08;04:24;28.47;24.83;25.48;32.52
2015-09-08;04:30;28.13;24.83;25.48;32.37
2015-09-08;04:36;28.3;24.83;25.48;32.37
2015-09-08;05:00;28.47;24.83;25.48;32.68
2015-09-08;05:06;27.61;24.83;25.48;32.84
2015-09-08;05:12;27.78;24.83;25.48;32.68
2015-09-08;05:18;28.13;24.83;;
2015-09-08;05:30;28.13;24.83;25.48;32.37
2015-09-08;05:36;28.82;24.83;25.48;32.37
2015-09-08;05:42;28.3;24.83;25.48;32.21
2015-09-08;05:48;28.3;24.83;25.48;32.37
2015-09-08;05:54;27.43;24.83;25.48;32.37
2015-09-08;06:00;28.3;24.83;25.48;32.37
2015-09-08;06:06;27.95;24.83;25.48;32.68
2015-09-08;06:12;27.61;24.83;25.48;32.68
2015-09-08;06:18;28.3;24.83;25.16;32.68
2015-09-08;06:24;27.95;24.51;25.16;32.37
2015-09-08;06:36;;;25.16;32.52
2015-09-08;06:42;28.13;24.51;25.16;32.37
2015-09-08;06:48;28.82;24.51;25.16;32.21
2015-09-08;06:54;28.3;24.51;25.16;32.21
2015-09-08;07:00;28.82;24.51;25.16;32.21
2015-09-08;07:06;28.13;24.51;;
2015-09-08;07:18;28.3;24.51;25.16;32.37
2015-09-08;07:24;27.61;24.51;25.16;32.37
2015-09-08;07:30;28.3;24.51;25.16;32.37
2015-09-08;07:36;28.47;24.51;25.16;32.37
2015-09-08;07:42;28.82;24.51;25.16;32.37
2015-09-08;08:00;28.47;24.51;25.16;32.21
2015-09-08;08:06;28.47;24.51;25.16;32.21
2015-09-08;08:12;28.65;24.83;25.16;32.52
2015-09-08;08:18;28.65;24.51;25.48;32.68
2015-09-08;08:24;28.65;24.51;25.48;32.52
2015-09-08;08:30;28.65;24.83;25.48;32.37
2015-09-08;08:36;28.47;24.83;25.48;32.37
2015-09-08;08:42;28.47;24.83;25.48;32.52
2015-09-08;08:48;28.3;24.83;25.48;32.05
2015-09-08;08:54;29.17;24.83;25.8;32.05
2015-09-08;09:00;27.78;25.16;;
2015-09-08;09:06;28.47;25.16;25.8;32.52
2015-09-08;09:12;28.3;25.16;25.8;32.21
2015-09-08;09:18;28.3;25.16;25.8;32.21
2015-09-08;09:24;28.13;25.16;25.8;32.21
2015-09-08;09:42;27.95;25.16;25.8;32.21
2015-09-08;09:48;;;25.8;32.37
2015-09-08;10:00;27.61;25.16;25.8;32.05
2015-09-08;10:06;27.26;25.16;25.8;31.89
2015-09-08;10:12;27.43;25.16;25.8;31.89
2015-09-08;10:18;27.61;25.16;25.8;31.89
2015-09-08;10:24;27.43;25.16;25.8;31.89
2015-09-08;10:30;26.91;25.48;26.12;32.37
2015-09-08;10:36;27.95;25.48;26.12;32.05
2015-09-08;10:42;28.3;25.48;26.12;31.58
2015-09-08;10:48;27.78;25.48;26.12;32.21
2015-09-08;10:54;27.43;25.48;26.12;31.74
2015-09-08;11:00;26.91;25.48;26.12;32.05
2015-09-08;11:06;26.91;25.48;26.12;31.74
2015-09-08;11:12;27.95;25.8;26.45;31.58
2015-09-08;11:18;27.43;25.8;26.45;31.74
2015-09-08;11:24;27.78;26.12;26.77;31.26
2015-09-08;11:30;27.78;26.45;27.41;31.26
2015-09-08;11:36;26.91;26.77;27.74;30.63
2015-09-08;11:42;26.91;26.77;28.06;30.32
2015-09-08;11:48;26.74;27.09;28.06;30.16
2015-09-08;11:54;26.56;27.09;28.38;29.69
2015-09-08;12:06;27.43;27.09;;
2015-09-08;12:12;28.13;27.09;28.7;29.84
2015-09-08;12:18;27.78;27.41;28.7;29.69
2015-09-08;12:24;28.3;27.41;28.7;30.0
2015-09-08;12:30;28.47;27.41;29.03;29.69
2015-09-08;12:36;;;29.35;29.84
2015-09-08;12:42;27.95;27.74;29.35;29.06
2015-09-08;12:48;28.47;27.74;29.35;29.37
2015-09-08;12:54;28.3;27.74;29.35;29.37
2015-09-08;13:00;28.3;27.74;29.35;29.53
2015-09-08;13:06;28.47;27.74;29.35;29.69
2015-09-08;13:12;29.34;28.06;29.67;29.21
2015-09-08;13:18;28.3;27.74;29.67;29.37
2015-09-08;13:24;27.95;27.41;30.0;30.0
2015-09-08;13:30;28.65;27.41;30.0;29.53
2015-09-08;13:36;28.65;27.41;29.67;29.69
2015-09-08;13:42;28.65;27.41;29.35;29.37
2015-09-08;13:48;28.65;27.41;29.67;29.84
2015-09-08;13:54;29.51;27.09;29.35;29.37
2015-09-08;14:00;28.65;27.41;29.67;29.53
2015-09-08;14:06;29.51;27.41;30.0;29.53
2015-09-08;14:12;;;30.0;29.37
2015-09-08;14:18;29.51;27.41;29.67;29.21
2015-09-08;14:24;29.34;27.41;30.0;29.21
2015-09-08;14:30;28.82;27.41;30.0;28.74
2015-09-08;14:36;28.3;27.41;30.32;29.06
2015-09-08;14:42;28.13;27.74;30.32;28.27
2015-09-08;14:48;27.95;27.74;30.32;28.74
2015-09-08;14:54;28.13;27.74;30.32;28.27
2015-09-08;15:00;28.13;27.74;30.32;28.27
2015-09-08;15:06;27.78;27.74;30.64;27.79
2015-09-08;15:12;28.13;28.06;30.64;28.11
2015-09-08;15:18;27.26;27.74;30.64;27.79
2015-09-08;15:24;27.26;27.74;30.64;27.79
2015-09-08;15:30;27.26;27.74;30.32;27.01
2015-09-08;15:36;26.04;27.74;30.32;27.01
2015-09-08;15:42;26.56;27.74;30.32;27.48
2015-09-08;15:48;26.74;28.06;30.32;27.32
2015-09-08;15:54;26.74;28.06;30.32;27.16
2015-09-08;16:00;26.56;27.74;30.32;27.16
2015-09-08;16:06;26.56;27.74;30.32;27.64
2015-09-08;16:12;27.43;27.74;30.32;27.95
2015-09-08;16:18;27.08;28.06;30.32;27.64
2015-09-08;16:24;27.61;28.38;30.32;27.79
2015-09-08;16:30;27.43;28.38;30.32;27.79
2015-09-08;16:36;27.43;28.38;30.32;27.79
2015-09-08;16:42;27.43;28.38;30.32;28.27
2015-09-08;16:48;28.13;28.38;30.32;27.79
2015-09-08;16:54;27.78;28.38;30.32;28.58
2015-09-08;17:00;28.3;28.38;30.0;28.58
2015-09-08;17:06;28.13;28.38;30.0;28.42
2015-09-08;17:12;27.95;28.38;30.0;28.42
2015-09-08;17:18;28.3;28.38;30.0;28.74
2015-09-08;17:24;28.3;28.38;29.67;28.42
2015-09-08;17:30;28.65;28.38;29.67;28.42
2015-09-08;17:36;28.47;28.06;29.67;28.58
2015-09-08;17:42;28.47;28.06;29.35;29.06
2015-09-08;17:48;28.3;28.06;29.35;29.06
2015-09-08;17:54;28.3;28.06;29.35;29.21
2015-09-08;18:00;28.47;28.06;29.03;29.21
2015-09-08;18:06;28.65;27.74;;
2015-09-08;18:12;28.65;27.74;29.03;29.53
2015-09-08;18:18;28.65;27.74;29.03;29.37
2015-09-08;18:24;28.47;27.74;28.7;29.37
2015-09-08;18:48;28.65;27.41;;
2015-09-08;18:54;28.65;27.41;28.38;29.53
2015-09-08;19:00;28.82;27.41;28.06;29.84
2015-09-08;19:06;28.99;27.09;28.06;30.0
2015-09-08;19:12;28.65;27.09;28.06;30.16
2015-09-08;19:18;29.17;27.09;28.06;29.84
2015-09-08;19:24;28.65;27.09;27.74;29.84
2015-09-08;19:30;28.82;27.09;27.74;30.16
2015-09-08;19:36;27.95;26.77;27.74;30.16
2015-09-08;19:42;28.47;26.77;27.41;30.32
2015-09-08;19:48;28.65;26.77;27.41;30.16
2015-09-08;19:54;28.47;26.77;27.41;30.47
2015-09-08;20:00;28.47;26.77;27.41;30.32
2015-09-08;20:06;29.51;26.45;27.41;30.47
2015-09-08;20:12;28.82;26.45;27.41;30.16
2015-09-08;20:18;28.82;26.45;27.41;30.63
2015-09-08;20:24;28.99;26.45;27.09;30.32
2015-09-08;20:30;29.17;26.45;27.09;30.16
2015-09-08;20:36;29.17;26.45;27.09;30.79
2015-09-08;20:48;28.47;26.12;;
2015-09-08;20:54;28.82;26.12;27.09;30.63
2015-09-08;21:00;28.99;26.12;27.09;30.63
2015-09-08;21:06;28.82;26.12;26.77;30.47
2015-09-08;21:12;28.82;26.12;26.77;30.63
2015-09-08;21:18;28.99;26.12;26.77;31.11
2015-09-08;21:24;28.82;26.12;26.77;30.95
2015-09-08;21:30;28.99;26.12;26.77;30.79
2015-09-08;21:36;28.3;25.8;26.77;30.79
2015-09-08;22:12;27.78;25.8;26.45;31.42
2015-09-08;22:18;28.65;25.8;26.45;31.42
2015-09-08;22:24;28.13;25.8;26.45;31.11
2015-09-08;22:30;28.3;25.8;26.45;31.11
2015-09-08;22:36;27.61;25.8;26.45;31.26
2015-09-08;22:42;28.47;25.8;26.45;31.58
2015-09-08;22:48;27.95;25.8;26.45;31.42
2015-09-08;22:54;28.13;25.8;26.45;31.26
2015-09-08;23:00;28.82;25.8;26.45;31.11
2015-09-08;23:06;27.61;25.8;26.45;31.26
2015-09-08;23:12;27.61;25.48;26.45;31.42
2015-09-08;23:18;27.95;25.48;26.12;31.58
2015-09-08;23:24;27.95;25.48;26.45;31.74
2015-09-08;23:30;27.78;25.48;26.45;31.42
2015-09-08;23:36;28.3;25.48;26.12;31.58
2015-09-08;23:42;28.47;25.48;26.12;31.26
2015-09-08;23:48;28.47;25.48;26.12;31.58
2015-09-08;23:54;27.95;25.48;26.12;31.58
2015-09-09;00:00;28.13;25.48;26.12;31.74
2015-09-09;00:06;28.47;25.48;26.12;31.58
2015-09-09;00:12;28.82;25.48;26.12;32.05
2015-09-09;00:18;28.47;25.48;26.12;31.42
2015-09-09;00:24;28.47;25.48;26.12;31.74
2015-09-09;00:30;28.99;25.48;26.12;31.89
2015-09-09;00:36;28.65;25.48;26.12;32.05
2015-09-09;00:42;28.65;25.16;26.12;31.89
2015-09-09;00:48;28.82;25.16;26.12;31.89
2015-09-09;00:54;29.17;25.16;26.12;31.58
2015-09-09;01:00;28.99;25.16;26.12;31.74
2015-09-09;01:06;28.65;25.16;26.12;31.89
2015-09-09;01:12;29.69;25.16;25.8;32.21
2015-09-09;01:18;29.17;25.16;26.12;32.21
2015-09-09;01:24;29.34;25.16;25.8;31.89
2015-09-09;01:30;28.99;25.16;25.8;31.74
2015-09-09;01:36;29.34;25.16;25.8;31.89
2015-09-09;01:42;30.03;25.16;25.8;32.21
2015-09-09;01:48;29.86;25.16;25.8;32.05
2015-09-09;01:54;29.17;25.16;25.8;32.05
2015-09-09;02:00;29.34;25.16;25.8;31.89
2015-09-09;02:18;;;25.8;32.05
2015-09-09;02:24;27.95;25.16;25.8;32.21
2015-09-09;02:30;28.65;25.16;25.8;32.05
2015-09-09;02:36;28.82;24.83;25.8;31.89
2015-09-09;02:42;29.17;24.83;25.8;31.58
2015-09-09;02:48;27.95;24.83;25.48;31.58
2015-09-09;02:54;28.3;24.83;25.8;31.74
2015-09-09;03:00;27.78;24.83;25.48;31.89
2015-09-09;03:06;27.08;24.83;25.48;31.89
2015-09-09;03:12;27.43;24.83;;
2015-09-09;03:18;27.26;24.83;25.48;31.89
2015-09-09;03:24;27.08;24.83;25.48;31.89
2015-09-09;03:30;27.78;24.83;25.48;31.42
2015-09-09;03:36;27.43;24.83;25.48;31.58
2015-09-09;03:42;27.78;24.83;25.48;31.58
2015-09-09;03:48;27.26;24.83;25.48;31.74
2015-09-09;03:54;27.78;24.83;25.48;31.89
2015-09-09;04:00;26.74;24.83;25.48;31.58
2015-09-09;04:06;27.08;24.83;25.48;31.58
2015-09-09;04:12;28.3;24.83;25.48;31.58
2015-09-09;04:18;27.43;24.51;25.16;31.42
2015-09-09;04:24;27.08;24.51;25.48;31.42
2015-09-09;04:30;26.74;24.51;25.16;31.58
2015-09-09;04:36;27.61;24.51;25.16;31.74
2015-09-09;04:42;26.39;24.51;25.16;31.89
2015-09-09;04:48;26.74;24.51;25.16;31.74
2015-09-09;04:54;28.47;24.51;25.16;31.42
2015-09-09;05:00;27.26;24.51;25.16;31.26
2015-09-09;05:06;27.26;24.51;25.16;31.42
2015-09-09;05:12;27.95;24.51;25.16;31.42
2015-09-09;05:18;27.43;24.51;25.16;31.74
2015-09-09;05:24;28.3;24.51;25.16;31.89
2015-09-09;05:30;27.43;24.51;25.16;31.74
2015-09-09;05:36;26.91;24.51;25.16;31.58
2015-09-09;05:42;27.95;24.51;25.16;31.42
2015-09-09;05:48;27.08;24.51;25.16;31.42
2015-09-09;05:54;27.43;24.51;25.16;31.58
2015-09-09;06:00;27.08;24.51;25.16;31.58
2015-09-09;06:06;27.26;24.51;25.16;31.58
2015-09-09;06:12;28.13;24.51;24.83;31.58
2015-09-09;06:18;27.95;24.51;24.83;31.74
2015-09-09;06:24;28.13;24.19;24.83;31.58
2015-09-09;06:30;27.61;24.19;24.83;31.26
2015-09-09;06:36;27.43;24.19;24.83;31.42
2015-09-09;06:42;27.43;24.19;24.83;31.74
2015-09-09;06:48;27.61;24.19;24.83;31.58
2015-09-09;06:54;27.43;24.19;24.83;31.74
2015-09-09;07:00;27.78;24.19;24.83;31.89
2015-09-09;07:06;27.26;24.19;24.83;31.74
2015-09-09;07:12;27.26;24.19;24.83;31.89
2015-09-09;07:18;26.91;24.19;24.83;31.89
2015-09-09;07:24;27.61;24.19;24.83;31.58
2015-09-09;07:30;26.91;24.19;24.83;31.58
2015-09-09;07:36;27.26;24.19;24.83;31.89
2015-09-09;07:42;26.74;24.19;24.83;31.89
2015-09-09;07:48;27.08;24.19;24.83;31.74
2015-09-09;07:54;26.56;24.19;24.83;31.74
2015-09-09;08:00;27.43;24.19;24.83;31.58
2015-09-09;08:06;27.43;24.19;24.83;31.42
2015-09-09;08:12;27.61;24.19;24.83;31.26
2015-09-09;08:18;27.08;24.51;24.83;31.42
2015-09-09;08:24;26.56;24.51;25.16;31.42
2015-09-09;08:30;27.26;24.51;25.16;31.11
2015-09-09;08:36;27.26;24.51;25.16;31.26
2015-09-09;08:42;26.91;24.51;25.16;31.58
2015-09-09;09:00;27.08;24.51;25.48;31.26
2015-09-09;09:06;26.74;24.51;25.48;31.42
2015-09-09;09:12;27.43;24.83;25.48;31.26
2015-09-09;09:18;27.26;24.83;25.48;31.11
2015-09-09;09:24;26.74;24.83;25.48;31.42
2015-09-09;09:30;26.91;24.83;25.8;31.11
2015-09-09;09:36;26.74;24.83;;
2015-09-09;10:06;;;26.45;30.32
2015-09-09;10:12;25.18;25.48;26.77;30.16
2015-09-09;10:18;25.35;25.8;26.77;30.32
2015-09-09;10:24;25.18;25.8;27.09;29.84
2015-09-09;10:30;26.22;26.12;27.41;30.16
2015-09-09;10:36;25.35;26.12;27.41;29.53
2015-09-09;10:42;25.18;26.12;27.74;29.84
2015-09-09;10:48;25.52;26.45;27.74;29.69
2015-09-09;10:54;25.52;26.45;28.06;29.53
2015-09-09;11:00;26.04;26.45;28.06;30.0
2015-09-09;11:06;27.08;26.45;28.38;29.69
2015-09-09;11:12;26.91;26.45;28.38;29.53
2015-09-09;11:18;27.26;26.45;28.7;29.37
2015-09-09;11:24;26.74;26.77;28.7;29.53
2015-09-09;11:30;26.91;26.77;29.03;29.37
2015-09-09;11:36;26.22;26.77;29.03;29.06
2015-09-09;11:42;26.39;26.77;29.35;29.84
2015-09-09;11:48;26.39;27.09;29.35;29.21
2015-09-09;11:54;26.56;27.09;29.35;29.37
2015-09-09;12:00;26.74;27.09;29.67;29.69
2015-09-09;12:06;26.74;27.09;29.67;29.06
2015-09-09;12:12;25.87;27.41;30.0;28.74
2015-09-09;12:18;27.61;27.74;;
2015-09-09;12:24;27.26;28.06;30.0;28.42
2015-09-09;12:30;26.91;28.38;30.32;28.27
2015-09-09;12:36;27.43;28.38;30.64;28.11
2015-09-09;12:42;27.61;28.7;30.64;27.79
2015-09-09;12:48;27.26;28.7;30.96;27.95
2015-09-09;12:54;27.08;28.38;31.29;27.64
2015-09-09;13:00;27.95;28.06;31.29;27.95
2015-09-09;13:06;27.43;28.06;31.29;28.11
2015-09-09;13:12;27.08;28.06;31.29;28.11
2015-09-09;13:18;27.43;28.06;31.29;28.11
2015-09-09;13:24;27.08;28.06;31.29;28.27
2015-09-09;13:30;27.43;28.06;31.29;28.42
2015-09-09;13:36;28.13;28.06;31.29;27.95
2015-09-09;13:42;28.47;28.06;31.29;28.27
2015-09-09;13:48;27.78;28.06;31.29;28.11
2015-09-09;13:54;28.3;28.38;31.61;28.27
2015-09-09;14:00;27.78;28.38;31.61;28.11
2015-09-09;14:06;;;31.29;27.64
2015-09-09;14:18;27.78;28.38;;
2015-09-09;14:24;;;31.61;27.64
2015-09-09;14:30;27.78;28.38;31.61;27.64
2015-09-09;14:36;27.61;28.38;31.29;27.48
2015-09-09;14:42;28.3;28.38;31.61;27.64
2015-09-09;14:48;27.78;28.38;31.61;27.48
2015-09-09;14:54;27.43;28.7;31.61;27.32
2015-09-09;15:00;27.43;28.7;31.61;28.11
2015-09-09;15:06;26.74;28.7;31.61;27.48
2015-09-09;15:12;26.04;28.7;31.29;26.85
2015-09-09;15:18;26.74;28.7;31.61;26.69
2015-09-09;15:24;26.91;28.7;31.29;27.16
2015-09-09;15:42;27.26;29.35;31.93;27.16
2015-09-09;15:48;27.43;29.35;31.93;27.01
2015-09-09;15:54;27.08;29.67;31.93;27.32
2015-09-09;16:12;25.52;28.38;30.0;26.06
2015-09-09;16:18;25.35;28.38;29.67;26.53
2015-09-09;16:24;24.48;27.09;28.7;26.53
2015-09-09;16:30;23.44;27.09;28.38;26.38
2015-09-09;16:36;24.66;27.41;28.38;26.85
2015-09-09;16:42;25.0;27.74;28.7;26.53
2015-09-09;16:48;24.66;27.74;28.38;26.53
2015-09-09;16:54;24.48;27.41;28.38;27.16
2015-09-09;17:00;23.79;27.09;28.38;26.85
2015-09-09;17:06;24.31;27.74;29.03;26.53
2015-09-09;17:12;24.14;27.74;29.03;26.22
2015-09-09;17:18;25.0;28.06;29.35;26.53
2015-09-09;17:24;25.0;28.06;29.35;26.69
2015-09-09;17:30;25.0;28.06;29.35;27.01
2015-09-09;17:36;25.35;28.06;29.35;26.85
2015-09-09;17:42;25.52;28.06;29.03;27.01
2015-09-09;17:48;25.7;28.06;29.03;27.01
2015-09-09;17:54;26.22;28.06;29.03;27.16
2015-09-09;18:00;25.52;28.06;29.03;27.32
2015-09-09;18:06;26.22;28.06;28.7;27.32
2015-09-09;18:12;25.7;27.74;28.7;27.64
2015-09-09;18:18;26.22;27.74;28.7;27.48
2015-09-09;18:24;26.39;27.74;28.7;27.79
2015-09-09;18:30;26.22;27.74;28.7;28.11
2015-09-09;18:36;26.22;27.74;;
2015-09-09;18:48;26.91;27.41;28.38;28.11
2015-09-09;18:54;26.74;27.41;28.38;28.42
2015-09-09;19:00;26.74;27.41;28.06;28.58
2015-09-09;19:06;26.56;27.41;28.06;28.42
2015-09-09;19:12;26.56;27.09;28.06;28.58
2015-09-09;19:18;27.26;27.09;28.06;29.06
2015-09-09;19:24;27.61;27.09;27.74;28.74
2015-09-09;19:30;27.43;27.09;27.74;28.9
2015-09-09;19:36;26.74;27.09;27.74;28.9
2015-09-09;19:42;26.91;27.09;27.74;29.06
2015-09-09;20:00;27.61;26.77;27.41;28.9
2015-09-09;20:06;27.26;26.77;27.41;29.06
2015-09-09;20:12;27.43;26.77;27.41;29.53
2015-09-09;20:18;26.74;26.77;27.41;29.37
2015-09-09;20:24;27.08;26.45;27.41;29.21
2015-09-09;20:36;;;27.41;29.21
2015-09-09;20:42;26.74;26.45;27.09;29.69
2015-09-09;21:00;26.91;26.45;27.09;29.53
2015-09-09;21:06;27.08;26.45;;
2015-09-09;21:18;26.56;26.12;27.09;29.69
2015-09-09;21:24;27.26;26.12;;
2015-09-09;21:30;26.91;26.12;27.09;29.69
2015-09-09;21:36;26.91;26.12;27.09;29.84
2015-09-09;22:30;26.74;25.8;26.77;29.84
2015-09-09;22:36;27.08;25.8;26.77;30.0
2015-09-09;22:42;27.26;25.8;26.77;30.16
2015-09-09;22:48;27.43;25.8;26.77;30.32
2015-09-09;22:54;27.26;25.8;26.45;30.32
2015-09-09;23:06;26.91;25.8;;
2015-09-09;23:12;26.74;25.8;26.45;30.32
2015-09-09;23:18;27.26;25.8;26.45;30.47
2015-09-09;23:24;27.08;25.8;26.45;30.63
2015-09-09;23:30;27.26;25.8;26.45;30.32
2015-09-09;23:36;27.08;25.8;26.45;30.63
2015-09-09;23:42;27.08;25.8;26.45;30.32
2015-09-09;23:48;27.43;25.8;26.45;30.47
2015-09-09;23:54;27.78;25.8;26.45;30.63
2015-09-10;00:00;27.26;25.48;26.45;30.79
2015-09-10;00:06;27.43;25.48;26.45;30.47
2015-09-10;00:12;27.26;25.48;26.12;30.32
2015-09-10;00:18;27.08;25.48;26.12;30.32
2015-09-10;00:24;27.26;25.48;26.12;30.63
2015-09-10;00:30;27.78;25.48;26.12;30.47
2015-09-10;00:36;27.43;25.48;26.12;30.79
2015-09-10;00:42;26.91;25.48;26.12;30.32
2015-09-10;00:48;27.43;25.48;26.12;30.79
2015-09-10;00:54;27.61;25.48;26.12;30.47
2015-09-10;01:00;27.08;25.48;26.12;30.47
2015-09-10;01:06;27.08;25.48;26.12;30.47
2015-09-10;01:12;27.26;25.48;26.12;30.63
2015-09-10;01:30;27.61;25.48;26.12;30.32
2015-09-10;01:36;;;26.12;30.79
2015-09-10;01:48;27.43;25.48;26.12;30.47
2015-09-10;01:54;27.61;25.16;26.12;30.63
2015-09-10;02:00;27.78;25.16;26.12;30.79
2015-09-10;02:06;27.95;25.16;25.8;30.47
2015-09-10;02:12;27.61;25.16;26.12;30.47
2015-09-10;02:18;28.13;25.16;25.8;30.16
2015-09-10;02:24;27.95;25.16;25.8;30.16
2015-09-10;02:30;;;25.8;30.32
2015-09-10;02:36;27.43;25.16;25.8;30.47
2015-09-10;02:42;27.61;25.16;25.8;30.47
2015-09-10;02:48;27.95;25.16;25.8;30.63
2015-09-10;02:54;27.95;25.16;25.8;30.79
2015-09-10;03:00;27.95;25.16;25.8;30.63
2015-09-10;03:06;28.3;25.16;25.8;30.63
2015-09-10;03:12;28.13;25.16;25.8;30.47
2015-09-10;03:18;27.43;25.16;25.8;30.47
2015-09-10;03:24;28.13;25.16;25.8;30.32
2015-09-10;03:30;27.78;25.16;25.8;30.32
2015-09-10;03:36;27.61;25.16;25.8;30.16
2015-09-10;03:42;27.95;25.16;25.8;30.16
2015-09-10;03:48;28.3;25.16;25.8;30.32
2015-09-10;03:54;27.43;25.16;25.8;30.63
2015-09-10;04:00;27.61;25.16;25.8;30.47
2015-09-10;04:06;28.13;25.16;25.8;30.47
2015-09-10;04:12;27.78;25.16;25.8;30.63
2015-09-10;04:18;28.13;25.16;25.8;30.79
2015-09-10;04:24;27.43;25.16;25.8;30.79
2015-09-10;04:30;27.61;25.16;25.8;30.79
2015-09-10;04:36;28.3;25.16;25.8;30.47
2015-09-10;04:42;28.3;25.16;25.8;30.47
2015-09-10;04:48;28.3;25.16;25.8;30.32
2015-09-10;04:54;28.47;24.83;25.8;30.16
2015-09-10;05:00;27.43;25.16;25.8;30.16
2015-09-10;05:06;28.3;24.83;25.48;30.16
2015-09-10;05:12;27.78;24.83;25.8;30.47
2015-09-10;05:18;27.26;25.16;25.8;30.32
2015-09-10;05:24;27.61;24.83;25.48;30.63
2015-09-10;05:30;27.43;24.83;25.48;30.32
2015-09-10;05:36;27.61;24.83;25.48;30.47
2015-09-10;05:42;27.61;24.83;25.48;30.47
2015-09-10;05:48;27.61;24.83;25.48;30.32
2015-09-10;05:54;27.43;24.83;25.48;30.32
2015-09-10;06:06;;;25.48;30.0
2015-09-10;06:12;27.08;24.83;25.48;30.0
2015-09-10;06:18;27.61;24.83;;
2015-09-10;06:30;27.08;24.83;;
2015-09-10;06:36;27.43;24.83;25.48;30.16
2015-09-10;06:42;27.43;24.83;25.48;30.47
2015-09-10;06:48;27.08;24.83;25.48;30.47
2015-09-10;06:54;27.43;24.83;25.48;30.32
2015-09-10;07:00;27.61;24.83;25.48;30.16
2015-09-10;07:06;27.43;24.83;25.48;30.16
2015-09-10;07:12;27.08;24.83;25.48;30.16
2015-09-10;07:18;;;25.48;29.84
2015-09-10;07:30;27.08;24.83;25.48;29.84
2015-09-10;07:36;27.08;24.83;25.48;29.84
2015-09-10;07:42;26.91;24.83;25.48;29.84
2015-09-10;07:48;26.91;24.83;25.48;29.84
2015-09-10;07:54;27.26;24.83;25.48;29.69
2015-09-10;08:00;27.26;24.83;25.48;29.84
2015-09-10;08:06;27.26;24.83;25.48;29.84
2015-09-10;08:12;27.08;24.83;25.48;29.84
2015-09-10;08:18;27.08;24.83;25.48;29.84
2015-09-10;08:24;26.91;24.83;25.48;30.0
2015-09-10;08:30;27.08;24.83;25.48;30.0
2015-09-10;08:36;26.56;24.83;25.48;30.16
2015-09-10;08:42;26.22;24.83;25.48;30.16
2015-09-10;08:48;;;25.48;29.84
