#1
double data(6794,3)
66960,298.95,38.53
67320,298.31,37.84
67680,298.63,38.01
68040,298.63,37.66
68400,298.63,37.49
68760,298.31,37.66
69120,298.63,37.66
69480,298.31,37.32
69840,298.31,36.97
70200,298.31,37.32
70560,298.63,37.14
70920,298.31,37.14
71280,297.98,37.32
71640,298.31,37.49
72000,298.31,37.66
72360,298.63,37.49
72720,298.31,37.32
73080,297.98,37.84
73440,298.31,38.18
73800,298.31,38.01
74160,298.31,37.84
74520,298.63,38.01
74880,298.31,39.4
75240,298.31,39.75
75600,298.31,39.22
75960,298.31,41.48
76320,298.31,41.83
76680,298.31,41.31
77040,298.31,43.04
77400,297.98,44.43
77760,298.31,44.08
78120,297.98,45.3
78480,297.98,46.68
78840,297.98,46.86
79200,297.98,47.2
79560,297.98,48.07
79920,297.98,49.46
80280,297.98,49.46
80640,298.31,48.24
81000,298.31,47.72
81360,297.98,49.11
81720,298.31,49.8
82080,298.31,49.28
82440,297.98,50.32
82800,297.98,50.67
83160,297.98,51.37
83520,298.31,51.19
83880,297.98,51.19
84240,297.98,50.84
84600,297.98,50.67
84960,297.98,50.32
85320,297.98,50.15
85680,297.98,50.15
86040,297.98,49.8
0,298.31,49.63
360,298.31,49.63
720,298.31,49.11
1080,298.31,49.11
1440,298.31,48.59
1800,298.31,48.42
2160,298.31,48.24
2520,298.31,48.24
2880,298.31,48.24
3240,298.31,47.9
3600,298.31,47.72
3960,298.31,47.2
4320,298.31,47.38
4680,298.31,47.03
5040,298.31,46.86
5400,298.31,47.03
5760,298.31,47.2
6120,298.63,46.68
6480,298.31,46.51
6840,298.31,46.86
7200,298.31,46.68
7560,298.63,46.34
7920,298.63,46.16
8280,298.31,46.51
8640,298.31,46.16
9000,298.31,45.99
9360,298.63,46.16
9720,298.31,46.16
10080,298.63,45.47
10440,298.63,45.82
10800,298.63,45.3
11160,298.63,45.82
11520,298.31,45.64
11880,298.31,45.64
12240,298.63,45.64
12600,298.63,45.3
12960,Nan,Nan
13320,298.63,45.64
13680,298.63,45.64
14040,298.63,45.3
14400,298.63,45.3
14760,298.63,45.47
15120,298.63,45.64
15480,298.63,45.3
15840,298.63,45.47
16200,298.63,45.12
16560,298.63,45.12
16920,298.63,44.95
17280,298.31,45.47
17640,298.63,45.12
18000,298.31,44.95
18360,298.63,45.12
18720,297.66,46.16
19080,297.66,46.51
19440,297.66,46.86
19800,297.34,46.86
20160,297.34,46.86
20520,297.34,46.86
20880,297.34,46.51
21240,297.02,46.16
21600,297.34,45.82
21960,297.34,45.47
22320,297.02,44.6
22680,297.34,44.6
23040,297.34,44.25
23400,297.66,43.91
23760,297.66,43.91
24120,297.02,43.73
24480,297.34,43.39
24840,297.34,43.04
25200,297.34,43.21
25560,297.66,43.04
25920,297.66,43.21
26280,297.66,43.56
26640,297.66,43.21
27000,297.02,42.69
27360,297.34,42.69
27720,297.66,42.69
28080,297.66,42.69
28440,297.66,42.52
28800,297.66,42.17
29160,297.98,42.52
29520,297.98,42.35
29880,297.98,42.69
30240,297.98,42.69
30600,297.98,42.69
30960,297.98,42.69
31320,297.98,42.69
31680,297.34,42.87
32040,297.66,42.35
32400,297.66,42.17
32760,297.98,42.17
33120,297.34,42.35
33480,297.34,42.35
33840,297.66,41.65
34200,297.66,41.65
34560,297.66,41.65
34920,297.34,40.96
35280,297.34,41.13
35640,297.66,40.79
36000,297.66,40.79
36360,297.98,41.13
36720,297.66,41.13
37080,297.66,40.79
37440,297.66,41.13
37800,297.98,41.13
38160,297.98,40.79
38520,297.98,41.65
38880,297.98,42
39240,298.31,41.83
39600,297.98,41.13
39960,297.98,41.83
40320,298.31,41.13
40680,298.31,40.79
41040,298.31,41.31
41400,298.63,40.96
41760,298.31,40.09
42120,298.31,40.09
42480,298.63,39.57
42840,298.63,39.22
43200,298.63,39.57
43560,298.31,39.4
43920,298.31,39.4
44280,298.31,40.09
44640,298.63,39.92
45000,298.31,38.7
45360,298.63,39.05
45720,Nan,Nan
46080,298.31,38.36
46440,298.31,38.7
46800,298.31,38.53
47160,298.31,38.7
47520,298.31,38.01
47880,298.31,38.36
48240,298.31,38.36
48600,298.63,38.01
48960,298.31,38.18
49320,298.63,38.36
49680,298.31,37.66
50040,298.63,38.01
50400,298.63,38.01
50760,298.63,38.7
51120,298.63,38.53
51480,298.63,39.05
51840,298.63,38.7
52200,298.95,39.05
52560,298.95,39.05
52920,298.63,38.88
53280,298.63,38.88
53640,298.63,38.7
54000,298.63,39.05
54360,298.63,39.4
54720,298.63,40.09
55080,298.63,40.44
55440,298.63,40.27
55800,298.63,40.61
56160,298.63,41.13
56520,298.63,42
56880,298.95,42
57240,298.95,42.69
57600,298.95,42.35
57960,298.63,43.73
58320,298.63,43.91
58680,298.63,44.77
59040,298.63,44.77
59400,298.63,44.6
59760,298.31,44.6
60120,298.63,43.91
60480,298.63,43.39
60840,298.63,43.73
61200,298.63,43.56
61560,298.31,43.73
61920,298.63,43.73
62280,298.31,44.08
62640,298.31,44.6
63000,298.31,44.43
63360,297.98,44.77
63720,297.98,44.43
64080,298.31,44.25
64440,298.31,44.25
64800,297.98,45.12
65160,298.31,44.25
65520,298.31,44.6
65880,297.98,44.43
66240,298.31,43.73
66600,298.31,43.91
66960,298.31,44.08
67320,297.98,44.6
67680,297.98,44.25
68040,298.31,44.08
68400,297.66,44.43
68760,297.66,44.95
69120,297.98,44.25
69480,297.98,43.73
69840,298.31,44.08
70200,298.31,43.91
70560,297.66,44.6
70920,297.66,44.95
71280,297.98,43.91
71640,297.66,44.95
72000,297.66,43.91
72360,297.98,44.25
72720,297.98,43.73
73080,297.98,44.25
73440,297.98,43.91
73800,297.98,43.73
74160,297.98,43.91
74520,297.66,44.95
74880,297.98,44.77
75240,297.98,44.77
75600,297.98,44.25
75960,297.98,44.6
76320,297.98,44.08
76680,297.66,45.82
77040,297.98,45.64
77400,297.98,45.3
77760,297.98,44.95
78120,297.98,45.3
78480,Nan,Nan
78840,297.98,46.51
79200,297.66,46.51
79560,297.98,46.86
79920,297.66,47.03
80280,297.66,46.68
80640,297.66,46.86
81000,297.66,46.68
81360,297.66,46.86
81720,297.66,46.51
82080,297.98,46.86
82440,297.98,46.68
82800,297.66,46.68
83160,297.66,46.51
83520,297.66,46.51
83880,297.98,46.34
84240,297.98,46.16
84600,297.98,45.82
84960,297.98,45.99
85320,297.98,45.99
85680,297.98,45.64
86040,297.98,45.82
0,297.98,45.64
360,297.98,45.64
720,297.98,45.12
1080,297.98,45.64
1440,297.98,45.47
1800,297.98,45.3
2160,297.98,45.12
2520,297.98,44.77
2880,297.98,44.77
3240,297.98,44.6
3600,297.98,44.6
3960,297.98,44.43
4320,297.98,44.43
4680,297.98,44.43
5040,297.98,44.08
5400,297.98,44.25
5760,297.98,43.56
6120,297.98,43.73
6480,297.98,43.91
6840,297.98,43.56
7200,297.98,43.56
7560,297.98,43.73
7920,297.98,43.39
8280,297.98,43.39
8640,297.98,43.04
9000,297.98,43.04
9360,297.98,43.21
9720,297.98,43.21
10080,297.98,42.87
10440,297.98,43.04
10800,297.98,43.04
11160,297.98,42.52
11520,297.98,42.52
11880,297.98,42.69
12240,297.98,42.87
12600,297.98,42.87
12960,297.66,42.52
13320,297.66,42.69
13680,297.98,42.69
14040,297.98,42.69
14400,297.98,42.87
14760,297.98,42.17
15120,297.98,42.35
15480,297.98,42.87
15840,297.98,42.35
16200,297.98,42.69
16560,297.66,42.52
16920,297.98,42.52
17280,297.98,42.35
17640,297.66,42.87
18000,297.66,42.52
18360,297.66,42.87
18720,297.34,43.39
19080,297.34,43.56
19440,297.34,43.39
19800,297.34,42.87
20160,297.34,43.21
20520,297.66,43.04
20880,297.66,42.69
21240,297.66,42.69
21600,297.66,42.69
21960,297.66,42.69
22320,297.66,42.52
22680,297.66,42.87
23040,297.66,42.87
23400,297.66,42.87
23760,297.66,42.69
24120,297.66,43.04
24480,297.66,43.21
24840,Nan,Nan
25200,297.66,42.87
25560,297.66,42.52
25920,297.66,42.87
26280,297.66,43.04
26640,297.66,43.04
27000,297.66,42.69
27360,297.66,42.69
27720,297.34,43.04
28080,297.66,42.87
28440,297.66,43.04
28800,297.66,42.87
29160,297.66,42.87
29520,297.66,42.69
29880,297.66,42.52
30240,297.66,42.35
30600,297.66,42.35
30960,297.66,42.17
31320,297.66,42.35
31680,297.66,42
32040,297.66,42.52
32400,297.66,42.35
32760,297.98,42
33120,297.98,42
33480,297.34,42
33840,297.34,41.65
34200,297.66,42.17
34560,297.98,42
34920,297.98,41.31
35280,297.98,41.48
35640,298.31,40.96
36000,298.31,40.96
36360,298.31,40.96
36720,298.63,40.96
37080,298.63,40.79
37440,298.63,40.61
37800,298.95,40.79
38160,298.95,40.44
38520,298.95,40.61
38880,298.95,40.61
39240,299.27,40.79
39600,299.27,40.27
39960,299.6,40.61
40320,299.6,40.27
40680,299.6,40.27
41040,299.6,40.27
41400,299.92,40.27
41760,299.92,40.09
42120,299.92,39.92
42480,299.92,39.75
42840,299.6,39.57
43200,299.6,39.75
43560,299.6,40.44
43920,299.6,40.09
44280,299.92,39.92
44640,299.92,39.75
45000,299.92,39.75
45360,299.92,40.09
45720,300.24,39.92
46080,300.24,39.75
46440,300.24,39.92
46800,300.24,39.57
47160,300.24,39.4
47520,300.24,39.05
47880,300.24,39.22
48240,300.24,39.05
48600,300.24,39.57
48960,300.24,39.4
49320,300.24,39.4
49680,300.24,39.4
50040,300.24,39.05
50400,299.92,39.22
50760,299.92,37.49
51120,299.92,38.01
51480,299.6,38.53
51840,299.6,38.01
52200,299.6,38.53
52560,299.6,38.36
52920,Nan,Nan
53280,299.6,38.01
53640,299.6,37.84
54000,299.6,37.84
54360,299.6,38.18
54720,299.92,38.01
55080,299.6,38.01
55440,299.6,38.01
55800,299.6,38.18
56160,299.6,37.84
56520,299.6,38.01
56880,299.6,38.18
57240,299.6,38.36
57600,Nan,Nan
57960,299.92,38.01
58320,299.92,37.84
58680,299.92,37.84
59040,300.24,37.84
59400,300.24,37.84
59760,300.24,37.14
60120,300.24,37.32
60480,300.24,37.84
60840,299.92,37.32
61200,299.92,37.32
61560,299.92,37.49
61920,299.92,38.01
62280,299.92,37.66
62640,299.92,37.84
63000,299.92,37.84
63360,299.92,37.66
63720,299.92,37.66
64080,299.92,38.01
64440,299.92,37.84
64800,299.92,37.49
65160,299.92,37.84
65520,299.6,38.01
65880,299.6,37.66
66240,299.6,37.66
66600,299.6,38.18
66960,299.6,37.84
67320,299.6,37.84
67680,299.27,37.84
68040,299.27,38.36
68400,299.27,38.18
68760,299.27,37.84
69120,299.27,38.01
69480,299.27,38.01
69840,299.27,37.84
70200,299.27,38.36
70560,299.27,38.01
70920,299.27,38.36
71280,299.27,38.01
71640,298.95,38.36
72000,298.95,38.7
72360,298.95,38.53
72720,298.95,38.88
73080,298.95,38.53
73440,298.95,38.7
73800,298.95,39.05
74160,298.95,39.22
74520,298.95,38.88
74880,298.95,39.4
75240,298.95,39.4
75600,298.95,39.05
75960,298.95,39.22
76320,298.95,39.4
76680,298.95,39.22
77040,298.95,39.75
77400,298.95,39.57
77760,298.95,39.57
78120,298.95,39.75
78480,298.95,39.57
78840,298.95,39.57
79200,298.95,39.75
79560,298.63,39.92
79920,298.63,39.92
80280,298.63,39.92
80640,298.63,40.09
81000,298.63,40.09
81360,298.63,40.44
81720,298.63,40.79
82080,298.63,40.79
82440,298.63,40.61
82800,298.63,40.96
83160,298.63,40.96
83520,298.63,40.96
83880,298.63,41.13
84240,298.63,41.31
84600,298.63,40.96
84960,298.63,41.13
85320,298.63,41.13
85680,298.63,41.65
86040,298.63,41.65
0,298.63,41.83
360,298.63,41.48
720,298.63,42
1080,298.63,41.83
1440,298.63,42.17
1800,298.63,41.83
2160,298.63,41.65
2520,298.63,41.83
2880,298.63,41.65
3240,298.63,41.83
3600,298.63,41.83
3960,Nan,Nan
4320,298.63,42
4680,298.63,42
5040,298.63,41.65
5400,298.63,41.65
5760,298.63,41.83
6120,298.63,41.65
6480,298.63,42
6840,298.63,42
7200,298.31,42.35
7560,298.63,42.17
7920,298.31,41.83
8280,298.31,42.17
8640,298.63,42.17
9000,298.63,42
9360,298.31,41.83
9720,298.31,42.17
10080,298.31,41.83
10440,298.31,42.35
11160,Nan,Nan
11520,298.31,42.35
11880,298.31,42
12600,298.31,42.17
12960,298.31,42.17
13320,298.31,41.48
13680,298.31,41.65
14040,298.31,41.65
14400,298.31,41.65
14760,298.31,41.83
15120,298.31,41.83
15480,298.31,41.83
15840,298.31,41.65
16200,298.31,41.83
16560,298.31,41.31
16920,298.31,41.65
17280,298.31,41.48
17640,298.31,41.31
18000,298.31,41.31
18360,297.98,41.65
18720,297.98,41.48
19080,297.98,41.31
19440,297.98,41.65
19800,297.98,42
20160,297.98,41.83
20520,297.98,41.83
20880,297.98,42.17
21240,297.98,41.83
21600,297.66,42.17
21960,297.66,42
22320,297.66,42.35
22680,297.66,42.17
23040,297.66,42
23400,297.66,42.17
23760,297.66,42.17
24120,297.66,42
24480,297.66,42.17
24840,297.66,42.35
25560,Nan,Nan
25920,297.66,42.17
26280,297.66,42
26640,297.66,42
27000,297.66,42.17
27360,297.66,42.52
27720,297.66,42.52
28080,297.66,42.35
28440,297.34,42.35
28800,297.66,42.69
29160,297.34,42.87
29520,297.34,42.52
29880,297.34,42.35
30240,297.34,42.69
30600,297.34,42.52
30960,297.34,42.52
31320,297.34,43.04
31680,297.34,42.87
32040,297.34,42.87
32400,297.34,42.87
32760,297.34,43.21
33120,297.34,42.87
33480,297.34,43.21
33840,297.34,42.52
34200,297.34,42.69
34560,297.34,43.21
34920,297.34,43.21
35280,Nan,Nan
36000,297.34,43.21
36360,297.34,42.69
36720,Nan,Nan
37080,297.34,43.21
37800,297.34,43.39
38160,297.34,43.04
38520,297.34,43.04
38880,297.34,43.56
39240,297.34,43.04
39600,297.34,43.04
39960,297.34,43.04
40320,297.34,43.21
40680,297.34,43.21
41040,297.34,43.04
41400,297.34,43.21
41760,297.66,42.52
42120,297.98,42.35
42480,297.98,42.52
42840,298.31,42.17
43200,298.31,42.17
43560,298.63,41.83
43920,298.63,41.48
44280,298.95,41.65
45000,298.95,40.96
45360,299.27,40.96
45720,299.27,40.96
46080,299.27,40.96
46440,299.27,40.96
46800,299.6,40.44
47160,299.6,40.61
47520,299.6,40.61
47880,299.6,40.09
48240,299.92,40.09
48600,299.92,39.92
48960,299.92,40.27
49320,299.92,40.27
49680,299.92,39.75
50040,300.24,40.27
50400,300.24,39.75
50760,300.24,39.57
51120,300.24,39.4
51480,Nan,Nan
52200,300.56,39.57
52560,300.56,39.57
52920,300.56,39.92
53280,300.56,39.57
53640,300.56,40.09
54000,300.56,39.75
54360,300.56,39.75
54720,300.56,39.57
55080,300.56,39.75
55440,300.56,39.57
55800,300.56,40.09
56160,300.56,40.27
56520,300.56,40.09
56880,300.56,39.92
57240,300.56,40.09
57600,300.56,40.09
57960,300.56,40.27
58320,300.56,40.27
58680,300.56,40.27
59040,300.24,40.09
59400,300.56,40.44
59760,Nan,Nan
60480,300.24,40.09
60840,300.24,40.09
61560,300.24,39.75
61920,300.24,40.09
62280,300.24,39.57
62640,300.24,40.27
63000,300.24,39.92
63360,300.24,39.92
63720,300.24,39.75
64080,299.92,40.09
64440,299.92,39.75
64800,299.92,39.75
65160,299.92,39.57
65520,299.92,39.75
65880,299.92,39.75
66240,299.92,39.75
66600,299.6,39.57
66960,299.6,39.57
67320,299.6,39.92
67680,299.6,39.57
68040,299.6,39.75
68760,299.27,39.75
69120,299.27,39.05
69480,Nan,Nan
69840,299.27,38.88
70200,299.27,39.4
70560,299.27,38.7
70920,299.27,38.88
71280,299.27,39.05
72000,298.95,38.53
72360,298.95,38.36
72720,298.95,38.36
73080,298.95,38.18
73440,298.95,38.01
73800,298.95,37.84
74160,298.63,37.32
74520,298.63,37.49
74880,298.63,37.49
75240,298.63,37.66
75600,298.63,36.97
75960,298.63,36.97
76320,298.63,36.97
76680,298.63,37.32
77040,298.31,36.8
77400,298.63,36.62
77760,298.31,36.45
78120,298.63,36.62
78480,298.31,36.8
78840,298.31,36.28
79200,298.31,36.28
79560,298.31,36.28
79920,298.31,36.28
80280,298.31,35.93
80640,298.31,36.1
81000,298.31,36.1
81360,298.31,35.93
81720,298.31,35.58
82080,298.31,35.24
82440,298.31,35.41
82800,297.98,35.24
83160,297.98,35.06
83520,297.98,34.89
83880,297.98,34.89
84240,297.98,35.06
84600,297.98,35.06
84960,297.98,35.06
85320,297.98,35.06
0,297.98,34.2
360,297.98,34.72
720,297.98,34.72
1080,297.66,34.2
1440,297.98,34.37
1800,297.98,34.02
2160,297.98,34.54
2520,297.66,33.85
2880,297.66,33.5
3240,297.66,33.68
3960,Nan,Nan
4320,297.66,33.15
4680,297.66,33.5
5040,297.66,33.5
5400,297.66,32.81
5760,297.66,32.63
6120,297.66,32.81
6480,297.66,32.81
6840,297.66,32.29
7200,297.66,32.46
7560,297.66,32.81
7920,297.66,32.63
8280,Nan,Nan
9000,297.34,32.81
9360,297.34,32.46
9720,297.34,32.46
10080,297.34,32.81
10440,297.34,32.81
10800,297.34,32.98
11160,297.34,32.63
11520,297.34,32.46
11880,Nan,Nan
12600,297.34,32.81
12960,297.34,33.15
13320,297.34,33.15
13680,297.34,32.98
14040,297.34,32.46
14400,297.34,32.46
14760,297.02,32.98
15120,297.02,32.98
15480,297.02,32.98
15840,Nan,Nan
16200,297.02,32.81
16560,297.02,32.81
16920,297.02,32.46
17280,297.02,32.63
17640,297.02,32.81
18000,297.02,33.15
18360,297.02,32.81
18720,297.02,32.63
19080,297.02,32.98
19440,297.02,33.15
19800,297.02,32.81
20160,297.02,32.81
20520,297.02,33.15
20880,297.02,32.98
21600,297.02,33.33
21960,296.69,33.15
22320,296.69,33.15
22680,296.69,33.15
23040,296.69,32.98
23400,296.69,33.5
23760,296.69,33.33
24120,296.69,33.15
24480,296.69,33.15
24840,296.69,33.15
25200,296.69,32.98
25560,296.69,32.98
25920,296.69,32.98
26280,296.69,32.98
26640,296.69,32.98
27000,296.69,32.98
27360,296.69,32.98
27720,296.69,32.98
28080,296.69,32.81
28440,296.69,32.98
29160,Nan,Nan
29520,296.69,32.63
29880,296.69,32.46
30240,296.69,32.46
30600,296.69,32.63
30960,297.02,32.29
31320,297.02,32.81
31680,297.02,32.81
32040,297.02,32.81
32400,297.02,32.63
32760,297.02,32.63
33120,297.34,32.81
33480,297.34,32.46
33840,297.34,32.81
