#1
double data(6369,3)
69120,308.3,28.06
70200,308.65,28.22
70560,307.52,29.35
71280,308.21,29.35
71640,309.165,28.06
72720,309.685,27.895
73080,310.205,27.895
73440,310.12,27.895
73800,310.38,27.895
74160,310.725,27.735
74520,310.555,27.735
74880,311.68,27.09
75600,311.42,27.735
75960,312.72,27.09
76680,310.81,28.38
77040,311.945,27.575
77760,311.68,28.38
78120,312.2,27.415
78480,312.895,27.575
78840,313.155,27.415
79200,312.98,27.415
79560,314.28,26.77
80280,312.72,28.06
80640,313.59,27.255
81000,313.935,27.415
81360,314.025,27.575
81720,314.285,27.415
82080,314.11,27.255
82440,314.28,27.575
82800,314.11,27.255
83160,314.89,27.415
83520,314.89,27.415
83880,315.5,26.77
84600,315.15,27.415
84960,315.15,27.255
85320,316.54,26.77
85680,315.41,27.255
86040,315.235,27.255
0,315.41,27.255
360,315.67,27.415
720,315.84,27.255
1080,315.845,27.255
1440,315.755,27.255
1800,315.585,27.255
2160,316.105,27.255
2520,316.19,27.255
2880,315.32,27.74
3600,316.625,27.095
3960,316.45,27.09
4320,316.535,27.09
4680,316.45,26.93
5040,316.45,27.255
5400,316.45,27.09
5760,316.885,26.93
6120,316.45,27.09
6480,316.885,26.93
6840,316.71,27.09
7200,316.625,26.93
7560,316.71,26.77
7920,316.795,27.255
8280,317.055,27.095
8640,317.32,26.93
9720,317.23,26.61
10080,317.405,26.61
10440,317.66,26.93
10800,317.49,26.61
11160,317.4,26.45
11520,317.835,26.61
12600,317.405,26.61
12960,317.315,26.45
13320,317.84,26.45
13680,317.665,26.45
14040,317.575,26.45
14400,317.665,26.45
14760,317.58,26.77
15480,317.665,26.45
15840,317.58,26.45
16200,317.925,26.61
16560,318.01,26.45
16920,317.66,26.61
18000,318.1,26.285
18360,318.1,26.45
18720,317.665,26.285
19080,318.095,26.45
19440,317.925,27.9
20160,317.925,26.285
20520,317.665,26.61
20880,317.665,26.285
21240,317.58,26.12
21600,317.75,26.285
21960,317.835,26.12
22320,317.49,26.12
22680,317.49,26.12
23040,317.405,26.12
23400,317.405,26.445
23760,317.145,26.445
24120,317.055,26.445
24480,316.795,26.285
24840,316.625,26.285
25560,315.93,26.605
25920,315.585,26.445
26280,315.5,26.445
26640,315.41,26.765
27000,315.15,26.93
27360,314.89,26.605
27720,313.94,27.41
28080,314.805,26.765
28440,314.285,26.93
28800,314.54,27.095
29160,314.11,27.095
29520,314.455,27.095
29880,313.935,27.74
30240,313.845,27.575
30960,Nan,Nan
31320,313.5,27.575
31680,313.07,27.255
32040,313.07,27.415
32760,Nan,Nan
33120,313.155,27.575
33480,312.46,27.735
33840,312.635,27.9
34920,311.77,28.38
35280,311.68,30.155
36000,311.68,28.545
36360,311.595,28.865
36720,311.335,28.385
37080,311.075,28.865
37440,310.645,28.865
37800,310.295,28.865
38160,310.38,29.35
39240,309.34,29.025
39600,308.56,28.865
39960,308.385,29.025
41040,306.655,30.155
42120,306.74,29.67
42480,306.825,29.19
42840,306.74,29.51
43200,306.565,29.51
43560,306.48,29.35
43920,305.785,30.8
44280,305.87,29.51
44640,305.695,30.315
45000,305.875,29.67
45360,305.61,29.51
45720,305.435,29.995
46080,305.7,29.67
46440,305.265,29.995
46800,305.355,29.835
47160,305.095,30.155
47880,304.57,29.995
48240,304.83,29.51
48600,305.18,29.67
48960,304.83,29.51
49320,304.835,30.155
49680,305.175,30.8
50040,305.09,29.83
51120,305.785,30.475
51480,305.44,30.315
51840,305.87,30.475
52200,305.955,29.995
52560,309.25,27.41
53280,309.08,27.74
53640,306.22,29.83
54000,306.305,29.83
54360,305.875,30.16
54720,306.22,30.16
55080,306.22,30.32
55440,306.825,29.995
55800,306.565,29.67
56160,309.43,27.41
56880,306.91,29.67
57240,306.825,29.51
57600,306.565,29.51
57960,306.305,29.51
58320,306.22,29.51
58680,305.96,29.67
59040,305.61,30.96
59400,305.7,30.155
59760,306.48,29.51
60120,306.565,29.35
60480,306.65,29.675
60840,307.26,29.185
61560,307.345,29.025
61920,309.6,27.41
62280,304.92,30.96
63000,307.605,28.705
63360,307.605,29.025
63720,307.435,29.185
64080,307.695,28.705
64440,308.385,29.83
64800,308.04,28.545
65160,307.865,28.705
65520,307.78,28.705
65880,308.385,28.705
66240,307.78,28.865
66600,308.13,28.54
66960,308.3,28.54
67320,308.21,28.38
67680,308.125,28.38
68040,307.775,28.38
68760,309.6,27.41
69120,308.39,28.06
69480,308.91,28.06
69840,308.65,28.22
70200,308.73,28.22
70560,309.08,28.22
70920,308.65,28.38
71280,307.35,29.35
71640,308.82,27.895
72000,309.165,28.06
72360,309.25,28.06
73080,309.08,29.35
73440,309.775,27.895
74520,310.9,27.575
74880,310.815,27.735
75240,310.64,27.895
75600,310.725,27.895
75960,311.42,27.735
76320,312.205,27.575
76680,312.285,27.735
77040,312.375,27.735
77400,312.2,28.06
77760,312.375,27.895
78120,312.375,27.895
78480,312.465,27.735
78840,312.635,28.06
79200,312.55,27.895
79560,312.895,27.895
79920,312.81,27.735
80280,312.895,27.735
80640,313.07,27.735
81720,317.315,27.415
82080,318.45,26.77
82800,317.23,27.575
83160,320.96,27.095
83520,321.57,27.255
83880,320.265,27.575
84240,320.01,27.415
84600,319.395,27.735
84960,319.225,27.735
85320,318.88,27.415
85680,319.4,27.575
86040,322.345,27.095
360,321.22,27.74
720,324.345,27.255
1080,325.99,26.93
1440,326.855,26.765
2160,325.73,27.41
2520,327.55,26.765
2880,327.81,26.765
3240,327.29,26.765
3600,326.945,26.93
3960,328.68,26.12
4680,326.42,26.765
5040,326.075,26.605
5760,323.82,27.41
6120,325.47,26.93
6480,325.035,26.765
6840,326.6,26.12
7200,324.86,26.765
7560,324.43,26.605
7920,324.345,26.765
8280,324.34,26.605
8640,323.825,26.605
9360,Nan,Nan
9720,323.475,27.09
10080,322.26,27.41
10800,322.955,27.09
11160,322.61,26.445
11520,322.52,26.765
11880,322.26,26.765
12240,322.26,26.765
12600,322.085,26.765
12960,322.17,26.765
13320,322.085,26.765
13680,322,26.605
14040,322,26.605
14400,321.91,26.605
14760,321.655,26.77
15120,321.825,26.605
15480,320.53,27.09
17280,322.43,26.45
