#1
double data(5823,3)
30960,Nan,Nan
31320,320.87,20
31680,321.74,20
32040,322.43,20
32400,322.09,20
32760,322.09,20
33120,321.74,19.67
33480,321.74,19.67
33840,322.09,20
34200,322.09,19.67
34560,322.09,20
35280,321.57,19.67
35640,321.74,19.67
36000,322.09,20
36360,322.26,20
36720,322.26,20
37080,322.09,20
37440,321.74,20
37800,321.39,20
38160,321.39,20.32
38520,320.87,20.32
39600,321.57,20.64
39960,321.22,20.64
40320,321.57,20.64
41400,321.22,20.96
41760,321.22,20.96
42120,321.05,20.96
42480,Nan,Nan
43200,320.18,20.96
43560,320.53,21.29
43920,320.53,21.29
44280,320.18,21.29
44640,320.53,21.29
45000,320.35,21.29
45360,320.35,21.29
45720,319.49,21.29
46080,Nan,Nan
46800,Nan,Nan
47160,318.79,21.29
47520,318.62,21.61
47880,319.14,21.61
48240,318.97,21.61
48600,319.31,21.61
48960,319.49,21.61
49320,319.49,21.61
49680,319.49,21.61
50400,319.31,21.61
50760,318.97,21.61
51840,318.79,21.93
52200,318.62,21.61
52560,318.62,21.93
52920,318.62,21.93
53280,318.79,21.61
54000,318.97,21.61
54360,318.97,21.61
54720,318.97,21.93
55080,319.14,21.61
55440,318.97,21.61
55800,319.14,21.93
56160,318.97,21.61
56520,318.97,21.61
57600,319.49,21.61
57960,318.97,21.61
58320,319.49,21.29
58680,319.31,21.61
59040,319.14,21.29
59400,319.66,21.29
59760,319.49,21.29
60120,319.14,21.29
61200,319.14,21.29
61560,320.01,20.96
61920,319.49,20.96
62280,319.83,20.96
62640,319.49,20.96
63000,320.01,20.96
63360,320.18,20.96
64800,320.53,20.64
65160,320.01,20.64
65520,320.01,20.64
65880,320.01,20.64
66240,320.53,20.64
66600,320.18,20.64
66960,320.01,20.64
67320,320.35,20.32
68400,320.7,20.32
68760,320.87,20.32
69120,321.22,20.32
69480,321.39,20.32
69840,321.39,20.32
70200,321.57,20.32
70560,320.7,20.32
70920,321.05,20.32
72000,320.87,20
72360,321.22,20
72720,321.57,20
73080,Nan,Nan
73440,321.74,20
73800,321.74,20
74160,321.57,20
74520,321.57,20
74880,321.57,20
75600,320.87,19.67
75960,321.22,19.67
76320,321.57,19.67
76680,321.22,20
77040,321.22,20
77400,321.39,19.67
77760,321.57,19.67
79200,322.43,19.67
79560,322.09,19.67
79920,321.39,19.67
80280,321.74,19.67
80640,321.74,19.67
81000,321.74,19.67
81360,322.09,19.67
81720,321.91,19.67
82080,Nan,Nan
82800,322.43,19.67
83160,322.43,19.67
83520,322.09,19.67
83880,Nan,Nan
84600,322.61,19.35
84960,322.95,19.35
85320,322.78,19.35
85680,322.43,19.35
86040,322.43,19.35
0,322.61,19.35
360,322.95,19.35
720,323.13,19.35
1080,323.13,19.35
1440,322.78,19.35
1800,322.95,19.35
2160,323.3,19.35
2520,324.17,19.35
2880,324.34,19.35
3240,323.99,19.03
3600,323.3,19.03
3960,323.99,19.35
4320,324.69,19.35
4680,324.86,19.03
5040,324.34,19.03
5400,324.34,19.03
5760,324.34,19.03
6120,325.04,19.03
6480,325.04,19.35
6840,325.04,19.03
7560,324.52,19.03
7920,324.69,19.03
8280,325.56,19.03
8640,325.04,19.03
9000,324.86,19.03
9360,324.86,19.03
9720,324.86,19.03
10080,325.04,19.03
10440,325.21,19.03
10800,325.56,19.03
11160,324.69,19.03
11520,324.34,19.03
11880,325.04,19.03
12240,325.04,19.03
12600,325.21,19.03
12960,Nan,Nan
13320,325.04,18.7
13680,324.86,18.7
14040,325.21,19.03
14400,325.04,19.03
14760,325.73,19.03
15120,325.56,18.7
15480,324.69,18.7
15840,325.04,18.7
16200,325.04,18.7
16560,325.38,19.03
16920,325.38,18.7
17280,325.38,18.7
17640,325.04,18.7
18000,324.86,18.7
18360,325.38,18.7
18720,325.56,18.7
19080,325.9,18.7
19440,325.38,18.7
19800,324.69,18.7
20160,325.38,18.7
20520,325.9,18.7
20880,325.73,18.7
21240,325.21,18.7
21600,325.21,19.03
21960,323.99,19.67
22320,322.95,20
22680,324.17,19.35
23040,325.04,19.03
23400,325.04,19.03
23760,324.34,18.7
24120,325.04,19.03
24480,324.86,19.03
24840,325.21,19.03
25200,325.21,18.7
25560,324.69,18.7
25920,324.86,18.7
26280,324.69,18.7
26640,325.56,19.03
27000,325.38,18.7
27360,325.21,18.7
28080,322.78,19.67
28440,323.47,19.35
28800,324.34,19.35
29160,324.69,19.03
29520,324.34,19.03
29880,322.95,19.67
30240,322.61,19.67
30600,323.13,19.35
30960,323.82,19.35
31320,323.65,20.32
31680,322.95,21.29
32040,322.26,21.29
32400,322.78,21.29
32760,322.61,21.61
33120,322.09,21.61
33480,323.13,21.61
33840,322.78,21.61
34200,322.61,21.93
34560,322.26,21.61
34920,321.74,21.93
35280,321.05,21.93
35640,321.57,21.93
36000,321.39,21.93
36360,321.74,21.93
36720,321.22,21.93
37080,320.53,22.9
37440,320.01,22.9
37800,319.66,23.22
38160,318.97,22.9
38520,318.97,23.22
39600,318.79,23.22
39960,318.79,23.22
40680,Nan,Nan
41040,318.62,23.22
41400,318.27,23.87
41760,318.1,23.22
42120,319.14,23.22
42480,318.97,23.22
43200,319.49,23.22
43560,319.31,23.22
43920,319.31,23.22
44280,319.14,23.22
44640,319.31,23.22
45000,319.49,23.54
45360,318.97,23.54
45720,318.79,23.87
46080,318.45,23.87
46800,318.79,24.19
47160,317.58,24.51
47520,317.06,24.83
47880,317.23,24.83
48240,317.06,25.16
48600,316.71,25.16
48960,316.02,25.16
50400,316.02,25.8
50760,316.19,25.8
51120,316.71,26.12
51480,316.02,25.8
51840,317.06,25.48
52200,317.58,25.48
52560,316.71,25.8
52920,316.88,25.8
54000,316.19,26.12
54360,316.71,25.8
55080,318.1,25.48
55440,317.75,25.48
55800,317.06,25.8
56160,317.4,25.48
56520,317.75,25.48
56880,Nan,Nan
57600,317.75,25.48
57960,317.92,25.16
58320,317.23,25.8
58680,Nan,Nan
59400,317.06,26.12
59760,316.54,26.45
60120,316.19,26.45
60480,Nan,Nan
61200,316.88,26.12
61560,Nan,Nan
62280,317.75,26.12
62640,318.45,26.12
63000,318.45,26.12
63360,318.45,26.12
63720,318.27,26.45
64080,Nan,Nan
64800,318.27,26.12
65160,318.62,26.12
65520,Nan,Nan
65880,318.27,26.12
66240,318.27,26.12
66600,318.79,26.12
66960,318.79,25.8
67320,318.79,25.8
67680,318.79,25.8
68400,319.14,25.48
68760,319.31,25.48
69120,319.66,25.48
69480,319.66,25.48
69840,319.31,25.48
70200,319.49,25.48
70560,318.97,25.48
70920,319.31,25.48
71280,319.49,25.48
72000,319.31,25.48
72360,319.66,25.48
72720,319.49,25.48
73080,319.31,25.48
73440,318.97,25.16
73800,319.49,25.16
74160,319.49,25.16
74520,319.31,25.16
75600,320.01,25.16
75960,320.01,25.16
76320,320.01,25.16
76680,319.49,25.16
77040,320.01,25.16
77760,Nan,Nan
78120,319.66,24.83
79200,319.66,24.83
79560,320.01,24.83
79920,319.49,24.83
80280,319.83,24.83
80640,319.66,24.83
81000,319.31,24.83
81360,319.66,24.83
81720,319.49,24.83
82800,319.49,24.83
83160,319.31,24.83
83520,318.97,24.83
84600,319.14,24.83
84960,319.14,24.51
85320,319.66,24.51
85680,319.31,24.51
86040,319.31,24.51
1080,319.31,24.51
1440,319.31,24.51
1800,319.31,24.51
2160,318.97,24.51
2520,318.97,24.51
2880,319.14,24.51
3240,318.79,24.51
3600,318.97,24.51
3960,319.31,24.51
4320,318.79,24.51
4680,318.79,24.51
5040,318.79,24.51
6120,318.79,24.51
6480,318.97,24.51
6840,319.14,24.51
7560,329.37,33.87
7920,324.515,27.255
8280,323.995,27.415
8640,324.17,27.575
9000,324.775,29.19
9360,324.515,29.35
9720,324.34,27.735
10080,324.43,28.06
10440,324.255,28.38
10800,324.775,27.575
11160,324.515,29.19
11520,324.255,27.735
11880,324.255,27.735
12240,323.735,28.38
12600,323.735,28.705
12960,323.995,28.705
13320,323.56,29.19
13680,323.39,28.06
14040,323.475,27.9
14760,328.85,34.83
15120,323.91,29.025
15480,323.475,28.865
15840,318.27,24.19
16200,318.27,24.19
16560,318.45,24.19
17280,318.45,24.19
17640,318.79,24.19
18000,318.79,24.19
18360,318.62,24.19
18720,318.45,24.19
19080,318.79,24.19
19440,318.97,24.19
19800,318.62,24.19
20160,318.27,24.19
20520,318.79,24.19
20880,318.97,24.19
21240,318.79,24.19
21600,318.45,24.19
21960,318.97,24.19
22320,318.62,24.19
22680,318.27,24.19
23040,318.62,24.19
23760,318.62,24.19
24120,318.62,24.19
24480,318.79,24.19
24840,318.45,24.19
25200,318.79,24.19
25560,318.27,24.19
25920,318.62,24.19
26280,318.45,24.19
26640,318.62,24.19
27000,318.79,24.19
27360,318.79,24.19
27720,318.79,24.19
28080,318.79,24.19
28440,318.62,24.19
28800,318.62,24.19
29160,318.45,24.51
29520,318.62,24.51
29880,318.27,24.51
30240,318.1,24.51
30600,318.27,24.51
30960,317.92,24.51
31320,317.75,24.51
31680,Nan,Nan
32040,317.92,24.51
32400,317.58,24.51
32760,317.92,24.51
33120,318.79,23.54
33480,320.18,24.19
33840,319.31,23.22
34200,319.66,22.9
34560,319.66,22.58
34920,319.49,22.58
35280,318.45,23.22
35640,317.4,22.9
36000,317.23,23.54
36360,316.54,23.22
36720,317.58,23.22
37080,317.92,23.22
37440,317.92,23.22
39600,317.06,22.9
39960,318.1,22.9
40320,318.27,23.22
40680,318.1,23.22
41040,317.4,23.22
41400,317.23,22.9
41760,316.54,22.9
42120,315.67,22.58
42480,Nan,Nan
43200,314.98,23.87
43560,314.28,23.87
43920,313.94,24.19
44280,313.94,24.19
44640,313.76,24.51
45000,313.24,24.19
45360,313.94,24.19
45720,313.59,24.19
46800,313.76,24.51
47160,313.76,23.87
47520,313.42,24.51
47880,313.59,24.19
48240,313.42,24.19
49320,312.72,24.51
50400,312.37,24.51
50760,312.72,24.83
51120,312.37,24.83
51480,312.55,24.83
51840,312.37,24.83
52200,312.37,24.83
52560,312.37,24.51
52920,312.37,24.83
54000,312.2,24.51
54360,Nan,Nan
55080,314.63,23.54
55440,315.5,23.54
55800,315.67,23.22
57600,314.46,24.19
57960,Nan,Nan
58320,313.94,24.51
58680,314.46,24.19
59040,314.46,24.51
59400,314.28,24.51
59760,314.8,24.19
60120,314.8,24.51
60480,314.11,24.51
61200,314.98,24.83
61560,314.46,25.16
61920,314.28,25.16
62280,314.11,25.16
62640,314.11,25.48
63360,Nan,Nan
63720,313.94,25.48
64080,313.76,25.48
64800,313.59,25.48
65160,314.11,25.48
65520,313.94,25.8
65880,313.94,25.8
66240,313.94,25.48
66600,313.76,25.8
66960,314.46,25.8
69480,314.46,25.8
69840,313.76,25.48
70200,314.28,25.48
70560,313.76,25.48
70920,314.28,25.48
71280,Nan,Nan
72000,314.46,25.48
72360,314.28,25.48
72720,314.11,25.48
73080,314.28,25.48
73440,314.28,25.48
74520,314.46,25.16
74880,Nan,Nan
75600,314.63,25.16
75960,314.98,25.16
76320,314.98,25.16
76680,314.8,25.16
77040,314.98,25.16
77400,315.15,25.16
77760,315.15,24.83
78120,315.32,25.16
79560,314.8,24.83
79920,315.32,24.83
80280,315.5,24.83
80640,315.32,24.83
81000,315.32,24.83
81360,314.98,24.83
81720,314.98,24.83
82800,314.98,24.83
83160,314.98,24.83
83520,315.5,24.83
83880,315.5,24.83
84240,Nan,Nan
84600,315.67,24.83
84960,315.5,24.83
85320,315.15,24.83
85680,315.15,24.83
86040,315.5,24.83
0,315.5,24.83
360,315.5,24.83
720,315.67,24.83
1080,315.84,24.83
1800,315.84,24.83
2160,315.67,24.83
2520,315.67,24.83
2880,316.02,24.83
3240,315.5,24.83
3600,315.5,24.83
3960,315.84,24.83
4320,316.02,24.83
4680,315.84,24.83
5040,316.02,24.83
5400,315.67,24.83
5760,315.84,24.83
6120,316.02,24.83
6480,316.02,24.83
6840,316.02,24.83
7560,Nan,Nan
7920,315.84,24.83
8280,316.36,24.83
8640,316.19,24.83
9000,316.36,24.51
9360,316.36,24.83
10080,316.54,24.51
10440,316.71,24.83
10800,316.54,24.51
11160,316.54,24.51
11520,316.71,24.51
11880,316.71,24.51
12240,316.54,24.51
13320,316.88,24.51
13680,316.88,24.51
14040,317.23,24.51
14400,317.4,24.51
14760,316.88,24.51
15120,317.06,24.51
15480,317.23,24.51
15840,317.23,24.51
16200,317.58,24.51
16560,317.4,24.51
16920,317.75,24.51
17280,317.23,24.51
17640,317.58,24.51
18000,317.92,24.51
18360,317.23,24.51
18720,317.4,24.51
19080,317.75,24.51
19440,317.58,24.51
19800,317.4,24.51
20160,317.58,24.51
20520,317.58,24.51
20880,317.75,24.51
21240,317.75,24.51
21600,318.1,24.51
21960,317.75,24.51
22320,318.1,24.19
22680,317.58,24.51
23040,317.92,24.19
23400,317.75,24.19
23760,317.92,24.19
24120,Nan,Nan
24480,318.1,24.51
24840,317.92,24.51
25200,317.92,24.19
25560,317.75,24.19
25920,317.75,24.19
26280,318.1,24.19
26640,317.92,24.19
27000,318.27,24.19
27360,318.1,24.51
27720,318.1,24.19
28080,318.27,24.51
28440,318.27,24.51
28800,318.27,24.51
29160,318.27,24.51
29880,Nan,Nan
30240,317.92,24.51
31680,Nan,Nan
32040,317.58,24.83
32400,317.92,24.83
32760,317.23,24.83
33120,321.05,23.54
33480,324.69,23.54
33840,325.73,23.54
34200,325.56,23.22
34560,324.86,23.54
34920,323.47,24.19
35280,322.26,24.51
35640,321.22,24.51
36000,320.53,24.83
36360,319.66,24.83
36720,319.83,25.16
37080,319.14,25.16
37440,318.97,25.16
37800,318.62,25.48
38160,318.62,25.48
38520,318.1,25.48
39600,317.4,25.8
39960,318.45,25.8
40320,318.45,25.8
40680,318.27,25.8
41040,317.75,25.48
41400,317.75,25.48
41760,318.1,25.48
42120,318.27,25.8
43200,317.4,26.12
43560,317.23,26.12
43920,316.54,26.45
44280,316.02,26.45
44640,315.5,26.45
45360,316.71,26.45
45720,316.19,26.45
46080,Nan,Nan
46800,315.15,27.09
47160,314.46,27.09
47520,314.46,27.09
47880,314.8,27.09
48240,314.63,27.41
48600,314.28,27.74
48960,314.28,27.74
49320,313.76,27.74
49680,Nan,Nan
50400,Nan,Nan
50760,314.98,25.8
51120,315.32,24.83
51480,316.36,24.83
51840,315.32,24.83
52200,314.46,24.83
52560,313.42,25.48
52920,313.42,25.16
53280,313.76,25.48
54000,313.76,24.83
54360,314.46,24.83
54720,314.63,25.48
55080,314.8,25.48
55440,314.8,25.48
55800,314.63,25.16
56160,315.32,25.48
56520,315.15,25.16
56880,315.5,25.8
57600,316.36,25.48
57960,316.71,25.16
58320,317.75,26.12
58680,317.75,25.16
59040,318.45,24.83
60120,317.58,24.83
61200,318.1,24.51
61560,318.45,24.51
61920,317.92,24.51
62280,317.75,24.51
62640,317.4,24.51
63720,316.88,24.83
64800,316.19,25.48
65160,315.67,25.48
65520,315.84,25.48
65880,316.02,25.48
66240,315.67,25.8
66600,315.84,25.8
66960,316.02,25.8
67320,315.67,25.8
68400,315.84,25.8
69480,315.67,25.8
69840,316.19,25.8
70200,315.5,25.8
70560,316.02,25.8
70920,316.19,25.8
72000,315.84,25.8
72360,316.02,25.8
72720,315.5,25.8
73080,316.19,25.48
73440,315.84,25.48
73800,315.67,25.48
74160,315.84,25.48
74520,316.02,25.48
75600,316.19,25.48
76680,Nan,Nan
77040,315.67,25.48
77400,316.02,25.48
77760,316.19,25.48
78120,316.36,25.16
78480,315.84,25.16
79200,316.02,25.16
79560,316.02,25.16
79920,316.36,25.16
80280,316.36,25.16
80640,316.02,25.16
81000,316.19,25.16
81360,315.84,25.16
81720,315.84,25.16
82080,315.84,25.16
82800,316.19,25.16
83160,316.36,25.16
83520,315.67,25.16
83880,315.84,25.16
84240,316.36,25.16
84600,315.67,25.16
84960,315.67,25.16
85320,316.19,25.16
85680,316.02,24.83
86040,316.36,25.16
0,316.36,24.83
360,316.19,24.83
720,316.19,24.83
1080,315.67,24.83
1440,315.84,24.83
1800,316.19,24.83
2160,316.02,24.83
2520,316.19,24.83
2880,316.36,24.83
3240,315.67,24.83
4320,316.02,24.83
4680,316.02,24.83
5040,316.19,24.83
5400,316.02,24.83
5760,316.02,24.83
6120,316.02,24.83
6480,316.02,24.83
6840,315.84,24.83
7200,315.84,24.83
7560,316.19,24.83
8280,315.84,24.83
8640,316.36,24.51
9000,316.19,24.51
9360,315.84,24.51
9720,316.02,24.51
10080,316.36,24.51
10440,316.54,24.51
10800,316.19,24.51
11160,316.36,24.51
11520,316.19,24.51
11880,316.36,24.51
12240,316.02,24.51
12600,316.54,24.51
12960,316.19,24.51
13320,316.02,24.51
13680,316.36,24.51
14040,316.19,24.51
14400,316.36,24.51
14760,316.19,24.51
15120,316.36,24.51
15480,316.19,24.51
15840,316.36,24.51
16200,316.36,24.51
16560,Nan,Nan
16920,316.36,24.51
17280,316.54,24.51
17640,316.54,24.51
18000,316.88,24.51
18360,316.71,24.51
18720,316.71,24.51
19080,316.71,24.51
19440,316.36,24.51
19800,317.06,24.51
20160,317.23,24.51
20520,317.06,24.51
20880,316.71,24.51
21240,316.71,24.51
21600,316.71,24.51
21960,317.23,24.51
22320,317.23,24.51
22680,316.88,24.19
23040,316.88,24.51
23400,317.06,24.51
23760,317.06,24.51
24120,317.06,24.51
24480,317.23,24.51
24840,317.23,24.51
25200,316.71,24.51
25560,317.4,24.51
25920,317.06,24.51
26280,316.54,24.51
26640,316.71,24.51
27000,316.54,24.51
27360,317.06,24.51
28080,317.06,24.51
28440,317.23,24.51
28800,317.23,24.51
29160,317.06,24.51
29520,317.06,24.51
29880,317.23,24.51
30240,316.71,24.51
30600,316.71,24.83
30960,316.54,24.83
31320,316.54,24.83
31680,Nan,Nan
32400,323.65,23.87
32760,325.38,23.87
33120,325.56,23.87
33480,325.04,24.19
33840,324.34,24.19
34200,325.9,24.19
34560,325.21,24.51
34920,324.34,24.51
35280,323.3,24.83
35640,322.95,25.16
36000,321.91,25.16
36360,321.22,25.16
36720,321.22,25.48
37080,320.7,25.48
37440,320.87,25.48
37800,320.18,25.8
38160,319.49,25.8
38520,319.31,25.8
39600,318.62,26.12
39960,318.79,26.12
40320,317.92,26.45
40680,317.75,26.45
41040,317.75,26.45
41400,317.58,26.45
41760,317.58,26.77
42120,317.75,26.77
43200,317.4,26.77
43560,317.23,27.09
43920,316.88,27.09
44280,316.71,27.09
44640,316.54,26.45
45000,316.71,27.575
45360,313.07,27.74
45720,315.41,26.77
46800,311.945,29.67
47160,312.375,29.51
47520,311.945,29.83
47880,311.25,29.995
48240,311.595,29.995
48600,311.335,29.995
48960,311.165,30.16
49320,311.595,29.835
50400,314.63,27.575
50760,315.5,27.415
51120,315.325,27.575
52200,315.585,26.605
52560,315.41,26.93
52920,315.845,26.605
54000,316.02,26.285
54360,316.275,26.12
54720,319.14,24.83
55080,316.015,26.61
55440,314.89,27.415
55800,313.33,28.06
56160,312.635,28.38
56520,312.46,28.705
56880,307.87,31.29
57600,310.815,29.835
57960,311.595,29.03
58320,312.115,28.865
58680,312.115,28.705
59040,312.29,28.865
59400,312.115,28.865
59760,312.115,28.705
60120,312.2,28.705
60480,308.73,30.96
61200,312.29,28.545
61560,312.115,28.705
61920,312.375,28.545
62280,312.285,28.545
62640,312.465,28.06
63000,312.375,28.22
63360,312.55,28.06
63720,312.375,28.06
64080,310.29,29.35
65160,314.8,26.77
65520,312.72,27.9
65880,312.375,27.9
66240,312.46,27.9
66960,314.63,26.77
67320,312.725,27.575
68760,314.28,26.45
69120,312.545,27.255
69480,312.81,27.255
69840,312.98,27.415
70200,312.81,27.255
70560,312.72,27.415
70920,312.81,27.255
72000,312.895,26.765
72360,312.98,26.765
72720,313.245,26.765
73080,313.325,26.765
73440,313.245,27.09
73800,313.155,26.765
74160,313.24,26.765
74520,313.415,26.93
75600,313.59,26.285
75960,315.15,25.8
76680,312.37,26.12
77040,313.85,26.125
77400,314.02,26.125
77760,314.025,25.96
78120,314.02,26.125
78480,314.8,25.8
79200,314.285,25.96
79560,314.11,25.8
79920,314.11,25.64
80280,314.8,25.48
81000,314.37,25.48
81360,314.455,25.48
81720,314.455,25.48
82080,314.98,25.48
83160,313.94,25.48
83520,314.715,25.48
83880,314.72,25.32
84240,314.455,25.32
84600,314.455,25.32
84960,315.32,25.16
85680,314.28,25.16
86040,314.545,25.16
0,314.8,25.16
360,314.975,24.995
720,314.805,24.995
1080,314.89,25.16
1440,314.89,24.995
1800,314.975,25.16
2160,315.06,25.16
2520,315.235,24.995
2880,315.06,24.995
3240,314.805,24.995
4320,315.585,24.835
4680,315.065,24.995
5040,315.41,24.835
5400,315.585,24.835
5760,315.67,24.995
6120,315.67,24.835
6480,315.67,25.16
6840,315.755,24.835
7200,315.67,24.67
7560,315.58,24.835
7920,315.67,24.835
8280,315.755,24.67
8640,315.67,24.835
9000,315.845,24.675
9360,315.93,24.675
10080,315.5,24.83
10440,316.015,24.51
10800,316.19,24.51
11160,316.105,24.51
11520,316.45,24.51
11880,316.365,24.51
12240,316.105,24.83
12600,316.105,24.35
12960,316.45,24.35
13320,316.365,24.35
13680,316.275,24.35
14040,316.535,24.35
14400,316.45,24.51
14760,316.54,25.315
15120,316.62,24.51
16200,316.625,24.35
16560,316.625,24.35
16920,316.71,24.185
17280,316.625,24.35
17640,316.71,24.35
18000,316.885,24.67
18360,316.71,24.35
18720,316.71,24.67
19800,317.06,24.025
20160,317.145,24.185
20520,317.055,24.185
20880,316.885,24.025
21240,317.06,24.025
21600,317.06,24.19
21960,316.885,24.19
22320,316.625,24.51
22680,316.71,24.51
23040,316.28,24.35
23400,316.625,24.35
23760,316.275,24.35
24120,316.45,24.67
24480,316.02,24.51
24840,315.93,24.67
25200,316.1,24.995
25560,315.755,24.67
25920,315.58,24.83
26280,315.495,24.995
26640,315.5,24.995
27000,315.32,24.995
27360,315.41,24.995
27720,315.065,25.315
28800,314.455,25.475
29880,314.025,25.64
30240,313.935,25.64
30600,314.025,26.285
30960,314.02,25.805
31320,315.5,25.16
31680,314.11,25.805
32040,312.2,26.77
32400,313.675,26.125
32760,313.5,26.125
33120,313.76,26.125
33480,313.155,26.61
34560,Nan,Nan
34920,312.46,27.09
35280,312.46,26.93
35640,312.29,26.93
36000,312.115,27.09
36360,312.2,27.09
36720,312.115,27.575
37080,312.205,27.09
37440,311.94,27.09
37800,312.46,26.93
38160,312.205,26.93
38520,312.29,26.93
38880,312.115,27.41
39600,312.115,29.35
39960,312.115,27.41
40320,312.29,27.41
40680,312.55,27.575
41040,311.855,28.06
41400,311.94,28.225
41760,311.77,28.225
42120,311.425,28.385
42480,314.46,26.45
43200,310.9,29.35
43560,310.9,29.19
43920,310.38,29.35
44280,310.73,29.35
44640,310.295,29.51
45000,310.21,29.51
45360,310.73,29.025
45720,311.77,27.735
46080,316.54,25.16
46800,313.76,28.54
47160,313.585,26.445
47880,314.365,26.285
48240,313.59,26.93
48600,313.325,26.93
48960,313.415,26.77
49320,313.675,26.77
50400,313.5,25.96
50760,313.85,27.895
51120,313.33,26.125
52200,313.76,25.96
52560,313.76,26.125
52920,314.11,26.12
54360,312.9,26.12
54720,314.545,25.64
55080,314.8,25.475
55440,314.63,25.475
55800,314.37,25.315
56160,314.37,25.475
56520,314.195,25.8
57600,313.325,26.12
57960,312.81,26.12
58320,312.81,26.12
58680,312.46,26.12
59040,312.635,25.96
59400,313.065,26.12
59760,312.895,25.96
60120,312.805,26.12
61200,313.415,25.64
61560,313.33,25.96
61920,312.72,26.45
62280,312.29,26.61
62640,314.46,25.48
63000,311.77,26.61
63360,311.94,26.445
63720,311.94,26.445
64080,310.29,27.41
64800,312.545,26.285
65160,312.81,26.285
65520,312.55,26.125
65880,312.55,26.125
66240,312.725,25.965
66600,313.07,26.125
66960,312.635,25.805
67320,312.895,25.805
67680,311.51,26.12
68400,313.325,25.64
68760,311.85,26.45
69480,314.28,25.16
69840,313.065,25.64
70200,313.155,25.64
70560,313.155,25.64
70920,313.24,25.64
71280,311.85,26.12
72000,313.24,25.48
72360,313.155,25.48
72720,313.675,25.32
73080,312.9,25.8
73800,313.68,25.16
74160,313.765,25.32
74520,313.935,24.995
74880,Nan,Nan
75600,313.24,25.48
75960,314.285,24.995
76320,314.195,24.83
76680,314.11,24.83
77040,314.195,24.83
78120,314.37,24.83
78480,315.15,24.83
79200,314.455,24.83
79560,314.28,24.83
79920,314.545,24.83
80280,314.46,25.96
80640,314.715,24.995
81720,314.89,24.67
82080,315.15,24.83
82800,315.065,24.67
83160,314.89,24.67
83520,314.72,24.67
83880,315.5,24.83
84600,315.235,24.67
84960,315.15,24.67
85320,315.67,24.67
85680,315.41,24.51
86040,316.275,24.51
0,316.105,24.185
360,316.36,24.025
720,316.19,24.35
1080,316.625,24.19
1440,316.54,24.025
1800,316.71,24.025
2160,316.625,24.025
2520,316.885,24.025
2880,316.97,24.025
3240,316.97,24.025
3960,317.58,23.87
4320,317.23,24.025
4680,317.06,24.025
5040,317.32,24.19
5400,317.315,24.19
5760,317.32,24.025
6120,317.315,24.025
6480,317.14,24.025
6840,317.405,24.51
7200,317.315,23.865
7560,317.23,24.19
7920,316.71,24.51
8280,317.32,24.025
8640,317.315,24.025
9000,317.665,23.865
9360,317.32,23.865
9720,317.665,24.025
10080,317.665,23.865
10440,317.58,24.025
11160,Nan,Nan
11520,317.75,24.025
11880,318.01,23.865
12240,318.095,23.865
12600,318.01,24.025
12960,317.665,24.19
13320,317.84,24.025
13680,318.1,23.865
14040,318.27,23.865
14400,318.445,23.865
14760,318.88,24.19
15120,319.4,23.865
15480,320.7,23.54
16200,319.4,23.545
16560,319.055,23.545
16920,319.05,23.865
17280,319.14,23.705
17640,318.705,23.705
18360,317.75,24.19
18720,318.88,23.545
19080,319.135,23.545
19440,319.225,23.865
19800,319.135,23.545
20160,318.965,23.545
20520,319.14,25.32
20880,319.225,23.545
21240,319.05,23.865
21600,319.055,23.545
21960,318.88,25.155
22320,319.055,23.545
22680,319.055,23.705
23040,318.965,23.705
23400,318.97,23.705
23760,318.88,23.705
24120,318.795,23.705
24480,318.62,23.705
24840,318.88,23.705
25200,318.88,23.705
25560,318.88,23.705
25920,318.97,23.865
26280,318.88,23.865
26640,318.795,24.03
27000,318.535,24.35
27360,319.055,24.03
27720,318.445,24.51
28080,318.535,24.19
28440,318.185,24.35
28800,318.185,24.51
29160,318.185,24.35
29520,318.015,24.51
29880,317.49,24.67
30240,317.495,24.67
30600,317.405,24.835
30960,317.58,24.835
31320,317.32,24.995
31680,316.885,24.995
32040,316.625,24.995
32400,316.625,25.155
32760,314.98,25.8
33120,316.71,25.155
33480,316.275,25.315
33840,316.365,25.475
34200,316.455,25.96
34560,317.92,24.83
35280,312.72,27.41
35640,314.805,26.285
36000,315.06,26.285
36360,315.06,26.77
36720,314.89,26.61
37080,314.805,26.77
37440,314.63,26.77
37800,314.54,27.255
38160,314.365,27.09
38520,314.37,26.93
38880,317.06,25.48
39600,314.365,27.25
39960,314.02,27.25
40680,Nan,Nan
41040,314.285,27.09
41400,313.935,27.25
41760,313.85,27.735
42120,314.105,27.25
42480,314.025,27.09
43200,314.37,27.09
43560,314.455,27.09
44280,Nan,Nan
44640,313.935,27.25
45000,314.195,27.09
45360,314.195,26.93
45720,314.455,26.77
46080,314.715,26.605
47160,Nan,Nan
47520,314.11,26.93
47880,313.85,27.09
48240,313.85,26.93
48600,314.545,26.605
48960,314.28,26.605
49320,314.54,26.605
49680,313.07,27.09
50400,314.8,26.285
50760,315.065,26.125
51120,315.065,26.125
51480,314.805,26.285
51840,314.28,26.77
52200,313.33,27.25
52560,313.24,27.25
52920,313.24,27.09
53280,Nan,Nan
54000,314.02,26.77
54360,314.11,26.77
54720,313.76,26.605
