#1			
double data(885,4)			
68760	304.82	40.62	114.90
69120	304.82	40.88	85.46
69480	304.81	40.97	55.96
69840	304.80	41.56	26.43
70200	304.79	41.41	0.00
70560	304.78	42.00	0.00
70920	304.76	41.93	0.00
71280	304.74	41.72	0.00
71640	304.72	41.52	0.00
72000	304.69	41.52	0.00
72360	304.67	41.52	0.00
72720	304.64	41.52	0.00
73080	304.61	41.52	0.00
73440	304.58	41.52	0.00
73800	304.54	41.52	0.00
74160	304.50	41.52	0.00
74520	304.46	41.52	0.00
74880	304.42	41.52	0.00
75240	304.38	40.96	0.00
75600	304.33	40.95	0.00
75960	304.28	40.88	0.00
76320	304.23	40.84	0.00
76680	304.18	40.97	0.00
77040	304.12	41.01	0.00
77400	304.06	41.10	0.00
77760	304.00	41.73	0.00
78120	303.94	42.37	0.00
78480	303.88	42.94	0.00
78840	303.82	42.67	0.00
79200	303.75	42.77	0.00
79560	303.68	42.70	0.00
79920	303.61	42.97	0.00
80280	303.54	43.53	0.00
80640	303.47	43.51	0.00
81000	303.39	43.57	0.00
81360	303.32	43.54	0.00
81720	303.24	43.87	0.00
82080	303.16	44.28	0.00
82440	303.08	44.60	0.00
82800	303.00	44.69	0.00
83160	302.92	44.89	0.00
83520	302.83	45.39	0.00
83880	302.75	46.19	0.00
84240	302.66	46.64	0.00
84600	302.57	47.05	0.00
84960	302.48	47.34	0.00
85320	302.39	47.83	0.00
85680	302.30	48.14	0.00
86040	302.21	50.27	0.00
86400	302.12	48.47	0.00
86760	302.03	48.90	0.00
87120	301.94	49.03	0.00
87480	301.84	49.43	0.00
87840	301.75	49.85	0.00
88200	301.65	50.15	0.00
88560	301.56	50.45	0.00
88920	301.46	51.11	0.00
89280	301.37	51.83	0.00
89640	301.27	51.52	0.00
90000	301.18	51.72	0.00
90360	301.08	52.16	0.00
90720	300.98	51.48	0.00
91080	300.89	51.06	0.00
91440	300.79	50.75	0.00
91800	300.70	50.67	0.00
92160	300.60	50.69	0.00
92520	300.51	51.45	0.00
92880	300.41	52.93	0.00
93240	300.32	53.78	0.00
93600	300.22	54.33	0.00
93960	300.13	54.71	0.00
94320	300.04	55.21	0.00
94680	299.94	55.31	0.00
95040	299.85	55.32	0.00
95400	299.76	55.18	0.00
95760	299.67	55.27	0.00
96120	299.58	55.20	0.00
96480	299.50	55.38	0.00
96840	299.41	55.44	0.00
97200	299.32	55.65	0.00
97560	299.24	55.86	0.00
97920	299.15	55.75	0.00
98280	299.07	55.53	0.00
98640	298.99	55.48	0.00
99000	298.91	55.44	0.00
99360	298.83	55.35	0.00
99720	298.75	55.39	0.00
100080	298.68	55.35	0.00
100440	298.60	55.30	0.00
100800	298.53	55.39	0.00
101160	298.46	55.14	0.00
101520	298.39	55.04	0.00
101880	298.32	54.95	0.00
102240	298.26	54.99	0.00
102600	298.19	54.92	0.00
102960	298.13	54.95	0.00
103320	298.07	54.98	0.00
103680	298.01	55.08	0.00
104040	297.96	55.07	0.00
104400	297.90	54.75	0.00
104760	297.85	54.56	0.00
105120	297.80	54.52	0.00
105480	297.75	54.83	0.00
105840	297.71	54.97	0.00
106200	297.66	55.33	0.00
106560	297.62	55.69	0.00
106920	297.58	56.02	0.00
107280	297.54	56.04	0.00
107640	297.51	56.15	0.00
108000	297.48	56.48	0.00
108360	297.45	56.53	0.00
108720	297.42	56.18	0.00
109080	297.39	55.82	0.00
109440	297.37	55.74	0.00
109800	297.35	55.44	0.00
110160	297.33	55.34	0.00
110520	297.32	55.48	0.00
110880	297.30	55.26	0.00
111240	297.29	54.96	0.00
111600	297.28	54.50	0.00
111960	297.28	53.54	0.00
112320	297.27	53.70	0.00
112680	297.27	52.95	0.00
113040	297.27	51.90	0.00
113400	297.28	50.90	0.00
113760	297.28	49.64	0.00
114120	297.29	49.58	0.00
114480	297.30	49.58	0.00
114840	297.31	49.03	0.00
115200	297.33	48.20	0.00
115560	297.35	48.20	0.00
115920	297.37	45.71	0.00
116280	297.39	43.94	10.12
116640	297.42	42.74	39.59
117000	297.45	44.11	69.03
117360	297.48	44.67	98.43
117720	297.51	43.60	127.77
118080	297.55	44.89	157.03
118440	297.58	45.49	186.20
118800	297.62	46.27	215.25
119160	297.67	44.47	244.18
119520	297.71	43.54	272.95
119880	297.76	43.07	301.56
120240	297.81	42.93	329.99
120600	297.86	42.34	358.22
120960	297.91	42.29	386.23
121320	297.97	40.19	414.01
121680	298.02	39.77	441.54
122040	298.08	42.20	468.81
122400	298.14	41.10	495.79
122760	298.21	38.35	522.47
123120	298.27	38.51	548.83
123480	298.34	38.83	574.87
123840	298.41	38.41	600.55
124200	298.48	39.29	625.88
124560	298.56	38.87	650.83
124920	298.63	38.17	675.38
125280	298.71	38.52	699.53
125640	298.78	37.62	723.25
126000	298.86	38.61	746.54
126360	298.95	39.31	769.38
126720	299.03	38.48	791.75
127080	299.11	38.23	813.65
127440	299.20	38.58	835.06
127800	299.29	37.69	855.96
128160	299.37	36.71	876.35
128520	299.46	36.25	896.20
128880	299.55	36.44	915.52
129240	299.65	37.42	934.29
129600	299.74	39.23	952.49
129960	299.83	37.85	970.12
130320	299.93	38.28	987.16
130680	300.02	38.76	1003.61
131040	300.12	39.47	1019.46
131400	300.22	39.30	1034.69
131760	300.32	38.91	1049.29
132120	300.42	39.11	1063.26
132480	300.52	37.98	1076.60
132840	300.62	37.90	1089.28
133200	300.72	37.18	1101.31
133560	300.82	36.24	1112.67
133920	300.92	36.60	1123.37
134280	301.02	37.17	1133.38
134640	301.13	37.31	1142.72
135000	301.23	37.72	1151.36
135360	301.33	37.48	1159.32
135720	301.43	36.19	1166.57
136080	301.54	37.99	1173.12
136440	301.64	37.25	1178.96
136800	301.74	38.55	1184.10
137160	301.85	38.50	1188.52
137520	301.95	38.55	1192.23
137880	302.05	37.32	1195.21
138240	302.15	37.10	1197.48
138600	302.25	37.44	1199.03
138960	302.36	38.11	1199.85
139320	302.46	38.57	1199.95
139680	302.56	37.91	1199.33
140040	302.66	37.00	1197.99
140400	302.75	38.12	1195.93
140760	302.85	36.85	1193.14
141120	302.95	37.72	1189.64
141480	303.05	38.01	1185.42
141840	303.14	37.98	1180.49
142200	303.24	37.54	1174.85
142560	303.33	37.27	1168.50
142920	303.42	36.30	1161.45
143280	303.51	37.06	1153.69
143640	303.60	37.27	1145.25
144000	303.69	36.07	1136.11
147240	304.42	36.07	1023.92
147600	304.50	36.07	1008.26
147960	304.57	36.07	992.00
148320	304.64	36.07	975.14
148680	304.71	36.07	957.69
149040	304.77	36.07	939.66
149400	304.84	36.07	921.08
149760	304.90	36.07	901.93
150120	304.96	36.07	882.25
150480	305.02	36.07	862.03
150840	305.07	42.42	841.30
151200	305.13	43.22	820.06
151560	305.18	44.16	798.32
151920	305.23	44.01	776.11
152280	305.27	43.87	753.43
152640	305.32	44.10	730.30
153000	305.36	44.25	706.72
153360	305.40	42.95	682.73
153720	305.44	43.41	658.32
154080	305.48	42.81	633.52
154440	305.51	42.70	608.33
154800	305.54	42.69	582.78
155160	305.57	41.86	556.89
155520	305.60	42.90	530.65
155880	305.62	43.12	504.10
156240	305.64	42.80	477.24
156600	305.66	42.89	450.10
156960	305.68	44.52	422.69
157320	305.69	44.21	395.02
157680	305.70	43.48	367.11
158040	305.71	42.96	338.99
158400	305.72	43.14	310.66
158760	305.72	42.17	282.15
159120	305.73	43.42	253.46
159480	305.73	43.02	224.63
159840	305.72	43.66	195.66
160200	305.72	43.85	166.57
160560	305.71	43.51	137.38
160920	305.70	43.87	108.11
161280	305.69	42.69	78.77
161640	305.67	42.95	49.39
162000	305.65	43.00	19.98
162360	305.63	42.15	0.00
162720	305.61	42.73	0.00
163080	305.59	43.29	0.00
163440	305.56	43.36	0.00
163800	305.53	43.63	0.00
164160	305.50	43.75	0.00
164520	305.46	45.55	0.00
164880	305.43	45.49	0.00
165240	305.39	45.43	0.00
165600	305.35	46.51	0.00
165960	305.30	47.32	0.00
166320	305.26	46.59	0.00
166680	305.21	46.79	0.00
167040	305.16	46.28	0.00
167400	305.11	46.84	0.00
167760	305.06	46.27	0.00
168120	305.00	46.61	0.00
168480	304.94	46.54	0.00
168840	304.89	46.69	0.00
169200	304.82	46.50	0.00
169560	304.76	46.66	0.00
169920	304.70	46.65	0.00
170280	304.63	47.31	0.00
170640	304.56	47.48	0.00
171000	304.49	47.56	0.00
171360	304.42	47.82	0.00
171720	304.34	48.54	0.00
172080	304.27	48.27	0.00
172440	304.19	46.63	0.00
172800	304.12	43.54	0.00
173160	304.04	42.86	0.00
173520	303.96	42.07	0.00
173880	303.87	41.67	0.00
174240	303.79	42.27	0.00
174600	303.71	43.72	0.00
174960	303.62	44.63	0.00
175320	303.54	44.08	0.00
175680	303.45	44.29	0.00
176040	303.36	44.25	0.00
176400	303.27	44.60	0.00
176760	303.18	44.63	0.00
177120	303.09	45.46	0.00
177480	303.00	46.59	0.00
177840	302.90	47.29	0.00
178200	302.81	48.21	0.00
178560	302.72	48.94	0.00
178920	302.62	49.07	0.00
179280	302.53	49.25	0.00
179640	302.44	48.96	0.00
180000	302.34	48.68	0.00
180360	302.24	48.07	0.00
180720	302.15	47.62	0.00
181080	302.05	48.15	0.00
181440	301.96	48.63	0.00
181800	301.86	48.73	0.00
182160	301.77	48.68	0.00
182520	301.67	48.47	0.00
182880	301.58	47.64	0.00
183240	301.48	47.21	0.00
183600	301.39	46.47	0.00
183960	301.29	45.81	0.00
184320	301.20	45.04	0.00
184680	301.10	43.82	0.00
185040	301.01	43.24	0.00
185400	300.92	45.09	0.00
185760	300.83	48.15	0.00
186120	300.73	50.72	0.00
186480	300.64	52.11	0.00
186840	300.56	53.37	0.00
187200	300.47	52.89	0.00
187560	300.38	53.67	0.00
187920	300.29	53.43	0.00
188280	300.21	51.73	0.00
188640	300.12	54.62	0.00
189000	300.04	57.02	0.00
189360	299.96	58.31	0.00
189720	299.88	56.65	0.00
190080	299.80	58.14	0.00
190440	299.72	59.64	0.00
190800	299.64	60.54	0.00
191160	299.57	61.60	0.00
191520	299.49	61.92	0.00
191880	299.42	60.73	0.00
192240	299.35	58.62	0.00
192600	299.28	56.34	0.00
192960	299.22	55.57	0.00
193320	299.15	54.80	0.00
193680	299.09	55.98	0.00
194040	299.03	57.60	0.00
194400	298.97	58.37	0.00
194760	298.91	57.97	0.00
195120	298.85	57.99	0.00
195480	298.80	57.58	0.00
195840	298.75	57.38	0.00
196200	298.70	57.02	0.00
196560	298.65	57.21	0.00
196920	298.60	56.58	0.00
197280	298.56	55.71	0.00
197640	298.52	55.48	0.00
198000	298.48	55.96	0.00
198360	298.44	54.98	0.00
198720	298.41	55.14	0.00
199080	298.38	55.04	0.00
199440	298.35	55.31	0.00
199800	298.32	55.17	0.00
200160	298.29	54.77	0.00
200520	298.27	55.12	0.00
200880	298.25	54.88	0.00
201240	298.23	55.07	0.00
201600	298.22	53.83	0.00
201960	298.20	54.07	0.00
202320	298.19	54.60	0.00
202680	298.18	55.18	0.00
203040	298.18	55.21	0.00
203400	298.17	54.91	0.00
203760	298.17	55.38	0.00
204120	298.18	56.43	0.00
204480	298.18	57.74	0.00
204840	298.19	59.08	0.00
205200	298.19	59.96	0.00
205560	298.21	60.70	0.00
205920	298.22	61.41	0.00
206280	298.24	62.11	0.00
206640	298.25	62.71	0.00
207000	298.28	63.43	0.00
207360	298.30	63.87	0.00
207720	298.32	64.17	0.00
208080	298.35	64.29	0.00
208440	298.38	64.54	3.34
208800	298.42	64.55	32.72
209160	298.45	63.87	62.09
209520	298.49	63.36	91.41
209880	298.53	63.47	120.68
210240	298.57	63.58	149.88
210600	298.62	63.55	178.99
210960	298.66	63.49	207.99
211320	298.71	63.16	236.87
211680	298.76	63.15	265.60
212040	298.82	63.09	294.17
212400	298.87	62.85	322.57
212760	298.93	62.49	350.77
213120	298.99	63.05	378.76
213480	299.05	61.70	406.53
213840	299.11	60.51	434.05
214200	299.18	59.83	461.31
214560	299.25	59.51	488.30
214920	299.32	59.69	514.99
215280	299.39	58.95	541.37
215640	299.46	58.40	567.43
216000	299.54	58.05	593.14
216360	299.61	57.05	618.51
216720	299.69	57.53	643.50
217080	299.77	56.89	668.10
217440	299.85	55.50	692.30
217800	299.93	55.45	716.09
218160	300.02	55.25	739.45
218520	300.10	54.20	762.37
218880	300.19	54.24	784.82
219240	300.28	54.70	806.81
219600	300.37	53.57	828.32
219960	300.46	52.34	849.32
220320	300.55	51.98	869.82
220680	300.64	51.92	889.80
221040	300.74	50.41	909.24
221400	300.83	50.99	928.14
221760	300.93	49.42	946.48
222120	301.02	49.55	964.26
222480	301.12	49.10	981.45
222840	301.22	49.33	998.06
223200	301.32	50.91	1014.07
223560	301.42	50.27	1029.47
223920	301.52	48.96	1044.26
224280	301.62	50.44	1058.41
224640	301.72	50.47	1071.94
225000	301.82	49.50	1084.82
225360	301.92	50.85	1097.05
225720	302.03	49.93	1108.63
226080	302.13	49.86	1119.54
226440	302.23	50.46	1129.78
226800	302.33	49.11	1139.34
227160	302.44	48.84	1148.22
227520	302.54	48.86	1156.41
227880	302.64	47.06	1163.91
228240	302.75	45.70	1170.71
228600	302.85	47.31	1176.81
228960	302.95	47.25	1182.20
229320	303.05	46.01	1186.89
229680	303.15	46.63	1190.86
230040	303.25	46.92	1194.12
230400	303.35	45.11	1196.67
230760	303.45	45.30	1198.50
231120	303.55	43.90	1199.61
231480	303.65	46.03	1200.00
231840	303.75	44.48	1199.67
232200	303.85	43.91	1198.63
232560	303.94	45.84	1196.86
232920	304.04	45.36	1194.38
233280	304.13	43.32	1191.19
233640	304.23	44.22	1187.28
234000	304.32	44.33	1182.66
234360	304.41	44.61	1177.33
234720	304.50	45.17	1171.29
235080	304.59	43.93	1164.56
235440	304.67	44.47	1157.13
235800	304.76	43.24	1149.00
236160	304.84	42.36	1140.19
236520	304.93	44.43	1130.69
236880	305.01	43.15	1120.51
237240	305.09	43.37	1109.67
237600	305.17	41.82	1098.16
237960	305.24	39.24	1085.99
238320	305.32	39.48	1073.17
238680	305.39	41.57	1059.71
239040	305.46	41.18	1045.62
239400	305.53	41.35	1030.90
239760	305.60	41.75	1015.56
240120	305.67	41.17	999.61
240480	305.73	40.34	983.07
240840	305.80	39.50	965.94
241200	305.86	39.94	948.22
241560	305.91	39.24	929.94
241920	305.97	38.19	911.11
242280	306.02	39.10	891.73
242640	306.08	38.42	871.81
243000	306.13	38.99	851.37
243360	306.17	37.68	830.43
243720	306.22	38.38	808.98
244080	306.26	38.82	787.06
244440	306.30	37.62	764.66
244800	306.34	36.75	741.80
245160	306.38	37.95	718.50
245520	306.41	40.05	694.77
245880	306.44	39.88	670.62
246240	306.47	40.83	646.07
246600	306.50	40.39	621.14
246960	306.52	40.62	595.83
247320	306.54	40.71	570.17
247680	306.56	39.84	544.17
248040	306.58	39.03	517.84
248400	306.59	38.76	491.20
248760	306.61	39.60	464.26
249120	306.62	40.15	437.05
249480	306.62	39.91	409.58
249840	306.63	38.62	381.86
250200	306.63	37.57	353.92
250560	306.63	37.83	325.76
250920	306.63	38.23	297.41
251280	306.62	38.24	268.88
251640	306.62	37.81	240.19
252000	306.61	37.74	211.35
252360	306.59	38.68	182.39
252720	306.58	38.18	153.32
253080	306.56	38.89	124.16
253440	306.54	38.38	94.93
253800	306.52	38.46	65.63
254160	306.50	38.49	36.30
254520	306.47	38.54	6.95
254880	306.44	38.61	0.00
255240	306.41	39.57	0.00
255600	306.37	40.30	0.00
255960	306.34	40.94	0.00
256320	306.30	42.01	0.00
256680	306.26	42.02	0.00
257040	306.22	41.82	0.00
257400	306.17	41.56	0.00
257760	306.13	41.54	0.00
258120	306.08	42.09	0.00
258480	306.03	43.14	0.00
258840	305.97	44.78	0.00
259200	305.92	45.28	0.00
259560	305.86	46.69	0.00
259920	305.80	47.06	0.00
260280	305.74	48.27	0.00
260640	305.68	49.09	0.00
261000	305.61	49.47	0.00
261360	305.55	49.64	0.00
261720	305.48	50.15	0.00
262080	305.41	50.73	0.00
262440	305.34	51.49	0.00
262800	305.27	51.98	0.00
263160	305.19	52.33	0.00
263520	305.12	52.59	0.00
263880	305.04	52.78	0.00
264240	304.96	53.06	0.00
264600	304.88	53.01	0.00
264960	304.80	53.47	0.00
265320	304.72	53.64	0.00
265680	304.63	52.83	0.00
266040	304.55	52.45	0.00
266400	304.46	51.86	0.00
266760	304.37	51.88	0.00
267120	304.29	52.03	0.00
267480	304.20	52.19	0.00
267840	304.11	52.02	0.00
268200	304.02	52.19	0.00
268560	303.92	52.35	0.00
268920	303.83	52.59	0.00
269280	303.74	52.70	0.00
269640	303.65	52.97	0.00
270000	303.55	53.35	0.00
270360	303.46	54.39	0.00
270720	303.36	55.01	0.00
271080	303.27	55.58	0.00
271440	303.17	55.99	0.00
271800	303.08	55.32	0.00
272160	302.98	54.64	0.00
272520	302.89	53.99	0.00
272880	302.79	53.30	0.00
273240	302.70	55.26	0.00
273600	302.60	56.37	0.00
273960	302.51	57.11	0.00
274320	302.41	56.89	0.00
274680	302.32	56.99	0.00
275040	302.22	58.47	0.00
275400	302.13	60.05	0.00
275760	302.03	61.49	0.00
276120	301.94	61.95	0.00
276480	301.85	61.75	0.00
276840	301.76	61.75	0.00
277200	301.67	61.44	0.00
277560	301.58	61.61	0.00
277920	301.49	61.38	0.00
278280	301.40	61.63	0.00
278640	301.31	61.39	0.00
279000	301.22	61.75	0.00
279360	301.14	62.48	0.00
279720	301.05	62.39	0.00
280080	300.97	61.49	0.00
280440	300.89	61.32	0.00
280800	300.81	61.51	0.00
281160	300.73	61.69	0.00
281520	300.65	62.00	0.00
281880	300.57	61.90	0.00
282240	300.50	62.04	0.00
282600	300.42	62.19	0.00
282960	300.35	62.31	0.00
283320	300.28	62.71	0.00
283680	300.21	63.04	0.00
284040	300.14	63.68	0.00
284400	300.08	63.62	0.00
284760	300.01	63.50	0.00
285120	299.95	63.28	0.00
285480	299.89	63.21	0.00
285840	299.83	63.19	0.00
286200	299.77	63.03	0.00
286560	299.72	62.70	0.00
286920	299.67	62.91	0.00
287280	299.62	63.39	0.00
287640	299.57	63.82	0.00
288000	299.52	64.13	0.00
288360	299.48	64.03	0.00
288720	299.44	64.40	0.00
289080	299.40	64.47	0.00
289440	299.36	64.43	0.00
289800	299.32	64.54	0.00
290160	299.29	64.68	0.00
290520	299.26	65.02	0.00
290880	299.23	65.26	0.00
291240	299.21	65.25	0.00
291600	299.18	65.35	0.00
291960	299.16	65.07	0.00
292320	299.14	65.24	0.00
292680	299.13	65.01	0.00
293040	299.11	65.07	0.00
293400	299.10	65.24	0.00
293760	299.09	64.84	0.00
294120	299.08	65.34	0.00
294480	299.08	65.46	0.00
294840	299.08	65.38	0.00
295200	299.08	65.50	0.00
295560	299.08	65.25	0.00
295920	299.09	65.14	0.00
296280	299.10	64.86	0.00
296640	299.11	64.47	0.00
297000	299.12	64.04	0.00
297360	299.13	63.61	0.00
297720	299.15	63.49	0.00
298080	299.17	62.91	0.00
298440	299.19	61.75	0.00
298800	299.22	60.84	0.00
299160	299.25	60.18	0.00
299520	299.28	60.88	0.00
299880	299.31	60.68	0.00
300240	299.34	61.63	0.00
300600	299.38	60.68	0.00
300960	299.42	59.74	8.67
301320	299.46	58.47	38.00
301680	299.50	57.75	67.30
302040	299.55	58.29	96.56
302400	299.60	57.79	125.77
302760	299.65	57.51	154.90
303120	299.70	57.43	183.94
303480	299.75	56.31	212.86
303840	299.81	55.46	241.66
304200	299.87	55.99	270.32
304560	299.93	56.15	298.81
304920	299.99	54.78	327.13
305280	300.06	53.04	355.25
305640	300.12	53.16	383.16
305640	300.12	48.10	383.16
306000	300.19	46.56	410.84
306360	300.26	46.93	438.27
306720	300.34	46.19	465.44
307080	300.41	47.74	492.33
307440	300.48	46.39	518.93
307800	300.56	48.54	545.22
308160	300.64	49.46	571.18
308520	300.72	48.08	596.80
308880	300.80	47.23	622.07
309240	300.89	46.42	646.96
309600	300.97	45.56	671.46
309960	301.06	45.26	695.57
310320	301.14	45.88	719.26
310680	301.23	45.99	742.52
311040	301.32	46.20	765.33
311400	301.41	46.75	787.69
311760	301.51	46.59	809.58
312120	301.60	45.63	830.98
312480	301.69	45.83	851.89
312840	301.79	46.06	872.29
313200	301.89	45.48	892.17
313560	301.98	44.86	911.51
313920	302.08	44.43	930.31
314280	302.18	44.89	948.56
314640	302.28	45.52	966.24
315000	302.38	45.04	983.34
315360	302.48	45.74	999.85
315720	302.58	46.29	1015.77
316080	302.68	46.72	1031.07
316440	302.78	47.51	1045.77
316800	302.89	46.98	1059.84
317160	302.99	46.39	1073.27
317520	303.09	45.17	1086.07
317880	303.19	45.58	1098.21
318240	303.30	46.01	1109.70
318600	303.40	45.50	1120.53
318960	303.50	45.11	1130.69
319320	303.60	44.65	1140.17
319680	303.71	45.50	1148.98
320040	303.81	44.74	1157.09
320400	303.91	45.48	1164.52
320760	304.01	44.74	1171.25
321120	304.11	44.69	1177.28
321480	304.21	44.14	1182.61
321840	304.31	45.94	1187.23
322200	304.41	45.49	1191.14
322560	304.51	46.22	1194.34
322920	304.61	46.58	1196.83
323280	304.71	46.66	1198.60
323640	304.80	47.93	1199.66

